cbsa_code,metro,total_spend,date,week_num,concert_week_num,concert_date
12420,"Austin-Round Rock-San Marcos, TX",103493.71,01aug2023,31,,
12420,"Austin-Round Rock-San Marcos, TX",89519.074,08aug2023,32,,
12420,"Austin-Round Rock-San Marcos, TX",98300.449,15aug2023,33,,
12420,"Austin-Round Rock-San Marcos, TX",78826.285,22aug2023,34,,
12420,"Austin-Round Rock-San Marcos, TX",81563.954,29aug2023,35,,
12420,"Austin-Round Rock-San Marcos, TX",253624.29,05sep2023,36,,
12420,"Austin-Round Rock-San Marcos, TX",74402.081,12sep2023,37,,
12420,"Austin-Round Rock-San Marcos, TX",99824.922,19sep2023,38,,
12420,"Austin-Round Rock-San Marcos, TX",81372.375,26sep2023,39,,
12420,"Austin-Round Rock-San Marcos, TX",67078.532,03oct2023,40,,
12420,"Austin-Round Rock-San Marcos, TX",117094.3,10oct2023,41,,
12420,"Austin-Round Rock-San Marcos, TX",111275.02,17oct2023,42,,
12420,"Austin-Round Rock-San Marcos, TX",85990.005,24oct2023,43,,
12420,"Austin-Round Rock-San Marcos, TX",100336.2,31oct2023,44,,
12420,"Austin-Round Rock-San Marcos, TX",130611.47,07nov2023,45,,
12420,"Austin-Round Rock-San Marcos, TX",92679.634,14nov2023,46,,
12420,"Austin-Round Rock-San Marcos, TX",157448.44,21nov2023,47,,
12420,"Austin-Round Rock-San Marcos, TX",73030.831,28nov2023,48,,
12420,"Austin-Round Rock-San Marcos, TX",135966.55,05dec2023,49,,
12420,"Austin-Round Rock-San Marcos, TX",89555.176,12dec2023,50,,
12420,"Austin-Round Rock-San Marcos, TX",52559.075,19dec2023,51,,
12420,"Austin-Round Rock-San Marcos, TX",75894.111,26dec2023,52,,
12580,"Baltimore-Columbia-Towson, MD",127711.02,03jan2023,1,,
12580,"Baltimore-Columbia-Towson, MD",67827.111,10jan2023,2,,
12580,"Baltimore-Columbia-Towson, MD",140534.38,17jan2023,3,,
12580,"Baltimore-Columbia-Towson, MD",84190.241,24jan2023,4,,
12580,"Baltimore-Columbia-Towson, MD",112643.91,31jan2023,5,,
12580,"Baltimore-Columbia-Towson, MD",117049.37,07feb2023,6,,
12580,"Baltimore-Columbia-Towson, MD",78812.49,14feb2023,7,,
12580,"Baltimore-Columbia-Towson, MD",163912.37,21feb2023,8,,
12580,"Baltimore-Columbia-Towson, MD",115967.14,28feb2023,9,,
12580,"Baltimore-Columbia-Towson, MD",124751.29,07mar2023,10,,
12580,"Baltimore-Columbia-Towson, MD",122481.23,14mar2023,11,,
12580,"Baltimore-Columbia-Towson, MD",164450.62,21mar2023,12,,
12580,"Baltimore-Columbia-Towson, MD",142750.55,28mar2023,13,,
12580,"Baltimore-Columbia-Towson, MD",144259.39,04apr2023,14,,
12580,"Baltimore-Columbia-Towson, MD",124288.25,11apr2023,15,,
12580,"Baltimore-Columbia-Towson, MD",126586.23,18apr2023,16,,
12580,"Baltimore-Columbia-Towson, MD",160595.72,25apr2023,17,,
12580,"Baltimore-Columbia-Towson, MD",187010.28,02may2023,18,,
12580,"Baltimore-Columbia-Towson, MD",174560.46,09may2023,19,,
12580,"Baltimore-Columbia-Towson, MD",197062.74,16may2023,20,,
12580,"Baltimore-Columbia-Towson, MD",142185.33,23may2023,21,,
12580,"Baltimore-Columbia-Towson, MD",225191.79,30may2023,22,,
12580,"Baltimore-Columbia-Towson, MD",164976.7,06jun2023,23,,
12580,"Baltimore-Columbia-Towson, MD",123373.7,13jun2023,24,,
12580,"Baltimore-Columbia-Towson, MD",244313.58,20jun2023,25,,
12580,"Baltimore-Columbia-Towson, MD",179649.09,27jun2023,26,,
12580,"Baltimore-Columbia-Towson, MD",156464.11,04jul2023,27,,
12580,"Baltimore-Columbia-Towson, MD",181295,11jul2023,28,,
12580,"Baltimore-Columbia-Towson, MD",169842.87,18jul2023,29,,
12580,"Baltimore-Columbia-Towson, MD",173553.77,25jul2023,30,,
12580,"Baltimore-Columbia-Towson, MD",149939.94,01aug2023,31,,
12580,"Baltimore-Columbia-Towson, MD",186822.65,08aug2023,32,,
12580,"Baltimore-Columbia-Towson, MD",131234.2,15aug2023,33,,
12580,"Baltimore-Columbia-Towson, MD",117091.57,22aug2023,34,,
12580,"Baltimore-Columbia-Towson, MD",94445.03,29aug2023,35,,
12580,"Baltimore-Columbia-Towson, MD",193334.26,05sep2023,36,,
12580,"Baltimore-Columbia-Towson, MD",125601.7,12sep2023,37,,
12580,"Baltimore-Columbia-Towson, MD",130022.77,19sep2023,38,,
12580,"Baltimore-Columbia-Towson, MD",168901.8,26sep2023,39,,
12580,"Baltimore-Columbia-Towson, MD",146439.75,03oct2023,40,,
12580,"Baltimore-Columbia-Towson, MD",210710.14,10oct2023,41,,
12580,"Baltimore-Columbia-Towson, MD",122493.21,17oct2023,42,,
12580,"Baltimore-Columbia-Towson, MD",162076.62,24oct2023,43,,
12580,"Baltimore-Columbia-Towson, MD",137577.3,31oct2023,44,,
12580,"Baltimore-Columbia-Towson, MD",159553.31,07nov2023,45,,
12580,"Baltimore-Columbia-Towson, MD",175296.96,14nov2023,46,,
12580,"Baltimore-Columbia-Towson, MD",96485.75,21nov2023,47,,
12580,"Baltimore-Columbia-Towson, MD",143677.21,28nov2023,48,,
12580,"Baltimore-Columbia-Towson, MD",111638.12,05dec2023,49,,
12580,"Baltimore-Columbia-Towson, MD",116530.47,12dec2023,50,,
12580,"Baltimore-Columbia-Towson, MD",81563,19dec2023,51,,
12580,"Baltimore-Columbia-Towson, MD",98212.549,26dec2023,52,,
13820,"Birmingham, AL",59551.843,03jan2023,1,,
13820,"Birmingham, AL",31373.432,10jan2023,2,,
13820,"Birmingham, AL",70839.487,17jan2023,3,,
13820,"Birmingham, AL",59083.606,24jan2023,4,,
13820,"Birmingham, AL",50122.883,31jan2023,5,,
13820,"Birmingham, AL",60269.029,07feb2023,6,,
13820,"Birmingham, AL",53865.065,14feb2023,7,,
13820,"Birmingham, AL",84045.309,21feb2023,8,,
13820,"Birmingham, AL",58764.469,28feb2023,9,,
13820,"Birmingham, AL",71361.065,07mar2023,10,,
13820,"Birmingham, AL",67749.358,14mar2023,11,,
13820,"Birmingham, AL",51673.114,21mar2023,12,,
13820,"Birmingham, AL",67423.775,28mar2023,13,,
13820,"Birmingham, AL",44352.242,04apr2023,14,,
13820,"Birmingham, AL",66231.677,11apr2023,15,,
13820,"Birmingham, AL",61264.724,18apr2023,16,,
13820,"Birmingham, AL",74220.725,25apr2023,17,,
13820,"Birmingham, AL",69638.317,02may2023,18,,
13820,"Birmingham, AL",66567.232,09may2023,19,,
13820,"Birmingham, AL",55281.336,16may2023,20,,
13820,"Birmingham, AL",44423.635,23may2023,21,,
13820,"Birmingham, AL",77591.539,30may2023,22,,
13820,"Birmingham, AL",64754.157,06jun2023,23,,
13820,"Birmingham, AL",69614.633,13jun2023,24,,
13820,"Birmingham, AL",88450.231,20jun2023,25,,
13820,"Birmingham, AL",88299.085,27jun2023,26,,
13820,"Birmingham, AL",64212.915,04jul2023,27,,
13820,"Birmingham, AL",53078.805,11jul2023,28,,
13820,"Birmingham, AL",63172.907,18jul2023,29,,
13820,"Birmingham, AL",58606.79,25jul2023,30,,
13820,"Birmingham, AL",62126.216,01aug2023,31,,
13820,"Birmingham, AL",47546.655,08aug2023,32,,
13820,"Birmingham, AL",48378.378,15aug2023,33,,
13820,"Birmingham, AL",45784.671,22aug2023,34,,
13820,"Birmingham, AL",29781.196,29aug2023,35,,
13820,"Birmingham, AL",62616.471,05sep2023,36,,
13820,"Birmingham, AL",42782.99,12sep2023,37,,
13820,"Birmingham, AL",50189.198,19sep2023,38,,
13820,"Birmingham, AL",48507.463,26sep2023,39,,
13820,"Birmingham, AL",40571.937,03oct2023,40,,
13820,"Birmingham, AL",61800.288,10oct2023,41,,
13820,"Birmingham, AL",39106.496,17oct2023,42,,
13820,"Birmingham, AL",48878.976,24oct2023,43,,
13820,"Birmingham, AL",65555.293,31oct2023,44,,
13820,"Birmingham, AL",54650.312,07nov2023,45,,
13820,"Birmingham, AL",55282.247,14nov2023,46,,
13820,"Birmingham, AL",44072.686,21nov2023,47,,
13820,"Birmingham, AL",40991.961,28nov2023,48,,
13820,"Birmingham, AL",35957.294,05dec2023,49,,
13820,"Birmingham, AL",41539.849,12dec2023,50,,
13820,"Birmingham, AL",24283.724,19dec2023,51,,
13820,"Birmingham, AL",23947.324,26dec2023,52,,
15380,"Buffalo-Cheektowaga, NY",53422.351,03jan2023,1,,
15380,"Buffalo-Cheektowaga, NY",41068.95,10jan2023,2,,
15380,"Buffalo-Cheektowaga, NY",66499.435,17jan2023,3,,
15380,"Buffalo-Cheektowaga, NY",47571.772,24jan2023,4,,
15380,"Buffalo-Cheektowaga, NY",48084.86,31jan2023,5,,
15380,"Buffalo-Cheektowaga, NY",45743.868,07feb2023,6,,
15380,"Buffalo-Cheektowaga, NY",47733.9,14feb2023,7,,
15380,"Buffalo-Cheektowaga, NY",72110.252,21feb2023,8,,
15380,"Buffalo-Cheektowaga, NY",48933.121,28feb2023,9,,
15380,"Buffalo-Cheektowaga, NY",52329.014,07mar2023,10,,
15380,"Buffalo-Cheektowaga, NY",65871.639,14mar2023,11,,
15380,"Buffalo-Cheektowaga, NY",64253.692,21mar2023,12,,
15380,"Buffalo-Cheektowaga, NY",64920.652,28mar2023,13,,
15380,"Buffalo-Cheektowaga, NY",63570.352,04apr2023,14,,
15380,"Buffalo-Cheektowaga, NY",52739.407,11apr2023,15,,
15380,"Buffalo-Cheektowaga, NY",63052.01,18apr2023,16,,
15380,"Buffalo-Cheektowaga, NY",65198.604,25apr2023,17,,
15380,"Buffalo-Cheektowaga, NY",54148.93,02may2023,18,,
15380,"Buffalo-Cheektowaga, NY",68955.724,09may2023,19,,
15380,"Buffalo-Cheektowaga, NY",66529.872,16may2023,20,,
15380,"Buffalo-Cheektowaga, NY",75874.351,23may2023,21,,
15380,"Buffalo-Cheektowaga, NY",88144.431,30may2023,22,,
15380,"Buffalo-Cheektowaga, NY",65935.617,06jun2023,23,,
15380,"Buffalo-Cheektowaga, NY",64276.853,13jun2023,24,,
15380,"Buffalo-Cheektowaga, NY",125494.81,20jun2023,25,,
15380,"Buffalo-Cheektowaga, NY",113052.42,27jun2023,26,,
15380,"Buffalo-Cheektowaga, NY",106692.14,04jul2023,27,,
15380,"Buffalo-Cheektowaga, NY",125818.54,11jul2023,28,,
15380,"Buffalo-Cheektowaga, NY",90030.755,18jul2023,29,,
15380,"Buffalo-Cheektowaga, NY",123986.15,25jul2023,30,,
15380,"Buffalo-Cheektowaga, NY",86781.186,01aug2023,31,,
15380,"Buffalo-Cheektowaga, NY",94057.808,08aug2023,32,,
15380,"Buffalo-Cheektowaga, NY",86599.196,15aug2023,33,,
15380,"Buffalo-Cheektowaga, NY",96269.064,22aug2023,34,,
15380,"Buffalo-Cheektowaga, NY",71413.403,29aug2023,35,,
15380,"Buffalo-Cheektowaga, NY",85144.482,05sep2023,36,,
15380,"Buffalo-Cheektowaga, NY",78554.99,12sep2023,37,,
15380,"Buffalo-Cheektowaga, NY",63331.524,19sep2023,38,,
15380,"Buffalo-Cheektowaga, NY",67817.355,26sep2023,39,,
15380,"Buffalo-Cheektowaga, NY",68350.382,03oct2023,40,,
15380,"Buffalo-Cheektowaga, NY",97358.74,10oct2023,41,,
15380,"Buffalo-Cheektowaga, NY",75602.776,17oct2023,42,,
15380,"Buffalo-Cheektowaga, NY",77961.037,24oct2023,43,,
15380,"Buffalo-Cheektowaga, NY",60384.971,31oct2023,44,,
15380,"Buffalo-Cheektowaga, NY",57501.84,07nov2023,45,,
15380,"Buffalo-Cheektowaga, NY",74529.06,14nov2023,46,,
15380,"Buffalo-Cheektowaga, NY",46728.124,21nov2023,47,,
15380,"Buffalo-Cheektowaga, NY",50508.61,28nov2023,48,,
15380,"Buffalo-Cheektowaga, NY",39913.258,05dec2023,49,,
15380,"Buffalo-Cheektowaga, NY",54176.253,12dec2023,50,,
15380,"Buffalo-Cheektowaga, NY",46776.861,19dec2023,51,,
15380,"Buffalo-Cheektowaga, NY",68421.315,26dec2023,52,,
16740,"Charlotte-Concord-Gastonia, NC-SC",160647.26,03jan2023,1,,
16740,"Charlotte-Concord-Gastonia, NC-SC",103162.49,10jan2023,2,,
16740,"Charlotte-Concord-Gastonia, NC-SC",148044.54,17jan2023,3,,
16740,"Charlotte-Concord-Gastonia, NC-SC",118901.76,24jan2023,4,,
16740,"Charlotte-Concord-Gastonia, NC-SC",110430.94,31jan2023,5,,
16740,"Charlotte-Concord-Gastonia, NC-SC",118119.78,07feb2023,6,,
16740,"Charlotte-Concord-Gastonia, NC-SC",96849.267,14feb2023,7,,
16740,"Charlotte-Concord-Gastonia, NC-SC",171249.47,21feb2023,8,,
16740,"Charlotte-Concord-Gastonia, NC-SC",156430.74,28feb2023,9,,
16740,"Charlotte-Concord-Gastonia, NC-SC",147510.7,07mar2023,10,,
16740,"Charlotte-Concord-Gastonia, NC-SC",141420.14,14mar2023,11,,
16740,"Charlotte-Concord-Gastonia, NC-SC",147768.3,21mar2023,12,,
16740,"Charlotte-Concord-Gastonia, NC-SC",154686.45,28mar2023,13,,
16740,"Charlotte-Concord-Gastonia, NC-SC",162548.14,04apr2023,14,,
16740,"Charlotte-Concord-Gastonia, NC-SC",176943.69,11apr2023,15,,
16740,"Charlotte-Concord-Gastonia, NC-SC",132236.47,18apr2023,16,,
16740,"Charlotte-Concord-Gastonia, NC-SC",149331.41,25apr2023,17,,
16740,"Charlotte-Concord-Gastonia, NC-SC",139437.49,02may2023,18,,
16740,"Charlotte-Concord-Gastonia, NC-SC",126888.7,09may2023,19,,
16740,"Charlotte-Concord-Gastonia, NC-SC",130076.21,16may2023,20,,
16740,"Charlotte-Concord-Gastonia, NC-SC",133970.88,23may2023,21,,
16740,"Charlotte-Concord-Gastonia, NC-SC",173682.38,30may2023,22,,
16740,"Charlotte-Concord-Gastonia, NC-SC",136950.83,06jun2023,23,,
16740,"Charlotte-Concord-Gastonia, NC-SC",110030.68,13jun2023,24,,
16740,"Charlotte-Concord-Gastonia, NC-SC",194338.02,20jun2023,25,,
16740,"Charlotte-Concord-Gastonia, NC-SC",155132.91,27jun2023,26,,
16740,"Charlotte-Concord-Gastonia, NC-SC",130266.38,04jul2023,27,,
16740,"Charlotte-Concord-Gastonia, NC-SC",144580.27,11jul2023,28,,
16740,"Charlotte-Concord-Gastonia, NC-SC",141213.37,18jul2023,29,,
16740,"Charlotte-Concord-Gastonia, NC-SC",168888.72,25jul2023,30,,
16740,"Charlotte-Concord-Gastonia, NC-SC",158551.29,01aug2023,31,,
16740,"Charlotte-Concord-Gastonia, NC-SC",165541.77,08aug2023,32,,
16740,"Charlotte-Concord-Gastonia, NC-SC",131880.04,15aug2023,33,,
16740,"Charlotte-Concord-Gastonia, NC-SC",125770.66,22aug2023,34,,
16740,"Charlotte-Concord-Gastonia, NC-SC",147856.48,29aug2023,35,,
16740,"Charlotte-Concord-Gastonia, NC-SC",149965.85,05sep2023,36,,
16740,"Charlotte-Concord-Gastonia, NC-SC",133412.71,12sep2023,37,,
16740,"Charlotte-Concord-Gastonia, NC-SC",130074.67,19sep2023,38,,
16740,"Charlotte-Concord-Gastonia, NC-SC",129866.27,26sep2023,39,,
16740,"Charlotte-Concord-Gastonia, NC-SC",116904.52,03oct2023,40,,
16740,"Charlotte-Concord-Gastonia, NC-SC",173336.41,10oct2023,41,,
16740,"Charlotte-Concord-Gastonia, NC-SC",142646.31,17oct2023,42,,
16740,"Charlotte-Concord-Gastonia, NC-SC",131089.89,24oct2023,43,,
16740,"Charlotte-Concord-Gastonia, NC-SC",140535.27,31oct2023,44,,
16740,"Charlotte-Concord-Gastonia, NC-SC",136434.38,07nov2023,45,,
16740,"Charlotte-Concord-Gastonia, NC-SC",122897.8,14nov2023,46,,
16740,"Charlotte-Concord-Gastonia, NC-SC",128618.04,21nov2023,47,,
16740,"Charlotte-Concord-Gastonia, NC-SC",120082.25,28nov2023,48,,
16740,"Charlotte-Concord-Gastonia, NC-SC",111176.25,05dec2023,49,,
16740,"Charlotte-Concord-Gastonia, NC-SC",108592.7,12dec2023,50,,
16740,"Charlotte-Concord-Gastonia, NC-SC",81892.174,19dec2023,51,,
16740,"Charlotte-Concord-Gastonia, NC-SC",116131.28,26dec2023,52,,
17410,"Cleveland, OH",173463.38,03jan2023,1,,
17410,"Cleveland, OH",127878.33,10jan2023,2,,
17410,"Cleveland, OH",155642.3,17jan2023,3,,
17410,"Cleveland, OH",115165.31,24jan2023,4,,
17410,"Cleveland, OH",118141.18,31jan2023,5,,
17410,"Cleveland, OH",122930.34,07feb2023,6,,
17410,"Cleveland, OH",144233.2,14feb2023,7,,
17410,"Cleveland, OH",182522.71,21feb2023,8,,
17410,"Cleveland, OH",156757.13,28feb2023,9,,
17410,"Cleveland, OH",133215.14,07mar2023,10,,
17410,"Cleveland, OH",171571.35,14mar2023,11,,
17410,"Cleveland, OH",157970.56,21mar2023,12,,
17410,"Cleveland, OH",192454.25,28mar2023,13,,
17410,"Cleveland, OH",148163.11,04apr2023,14,,
17410,"Cleveland, OH",140679.07,11apr2023,15,,
17410,"Cleveland, OH",151699.84,18apr2023,16,,
17410,"Cleveland, OH",171591.56,25apr2023,17,,
17410,"Cleveland, OH",153949.43,02may2023,18,,
17410,"Cleveland, OH",161936.78,09may2023,19,,
17410,"Cleveland, OH",154181.96,16may2023,20,,
17410,"Cleveland, OH",194545.48,23may2023,21,,
17410,"Cleveland, OH",230282.83,30may2023,22,,
17410,"Cleveland, OH",183558.72,06jun2023,23,,
17410,"Cleveland, OH",163491.84,13jun2023,24,,
17410,"Cleveland, OH",247416.21,20jun2023,25,,
17410,"Cleveland, OH",217448.59,27jun2023,26,,
17410,"Cleveland, OH",189498.5,04jul2023,27,,
17410,"Cleveland, OH",179863.43,11jul2023,28,,
17410,"Cleveland, OH",162862.78,18jul2023,29,,
17410,"Cleveland, OH",202144.88,25jul2023,30,,
17410,"Cleveland, OH",180039.69,01aug2023,31,,
17410,"Cleveland, OH",156001.55,08aug2023,32,,
17410,"Cleveland, OH",160098.13,15aug2023,33,,
17410,"Cleveland, OH",163171.64,22aug2023,34,,
17410,"Cleveland, OH",148072.55,29aug2023,35,,
17410,"Cleveland, OH",210395.77,05sep2023,36,,
17410,"Cleveland, OH",190748.87,12sep2023,37,,
17410,"Cleveland, OH",162130.64,19sep2023,38,,
17410,"Cleveland, OH",184804.12,26sep2023,39,,
17410,"Cleveland, OH",138415.03,03oct2023,40,,
17410,"Cleveland, OH",233684.54,10oct2023,41,,
17410,"Cleveland, OH",175070.77,17oct2023,42,,
17410,"Cleveland, OH",166191.21,24oct2023,43,,
17410,"Cleveland, OH",140874.98,31oct2023,44,,
17410,"Cleveland, OH",165599.52,07nov2023,45,,
17410,"Cleveland, OH",159465.47,14nov2023,46,,
17410,"Cleveland, OH",138576.32,21nov2023,47,,
17410,"Cleveland, OH",147678.45,28nov2023,48,,
17410,"Cleveland, OH",127137.69,05dec2023,49,,
17410,"Cleveland, OH",129419.95,12dec2023,50,,
17410,"Cleveland, OH",130887.07,19dec2023,51,,
17410,"Cleveland, OH",137178.81,26dec2023,52,,
18140,"Columbus, OH",215916.8,03jan2023,1,,
18140,"Columbus, OH",130019.32,10jan2023,2,,
18140,"Columbus, OH",156405.01,17jan2023,3,,
18140,"Columbus, OH",123507.92,24jan2023,4,,
18140,"Columbus, OH",166681.36,31jan2023,5,,
18140,"Columbus, OH",118947.96,07feb2023,6,,
18140,"Columbus, OH",102959.53,14feb2023,7,,
18140,"Columbus, OH",197812.9,21feb2023,8,,
18140,"Columbus, OH",149526.43,28feb2023,9,,
18140,"Columbus, OH",160178.48,07mar2023,10,,
18140,"Columbus, OH",125763,14mar2023,11,,
18140,"Columbus, OH",150000.6,21mar2023,12,,
18140,"Columbus, OH",140543.9,28mar2023,13,,
18140,"Columbus, OH",130484.46,04apr2023,14,,
18140,"Columbus, OH",158864.16,11apr2023,15,,
18140,"Columbus, OH",216806.86,18apr2023,16,,
18140,"Columbus, OH",205485.18,25apr2023,17,,
18140,"Columbus, OH",214002.02,02may2023,18,,
18140,"Columbus, OH",182326.83,09may2023,19,,
18140,"Columbus, OH",157779.9,16may2023,20,,
18140,"Columbus, OH",274735.63,23may2023,21,,
18140,"Columbus, OH",274959.44,30may2023,22,,
18140,"Columbus, OH",159848.37,06jun2023,23,,
18140,"Columbus, OH",178698.59,13jun2023,24,,
18140,"Columbus, OH",232496.12,20jun2023,25,,
18140,"Columbus, OH",155825.26,27jun2023,26,,
18140,"Columbus, OH",231860.3,04jul2023,27,,
18140,"Columbus, OH",222046.7,11jul2023,28,,
18140,"Columbus, OH",254037.45,18jul2023,29,,
18140,"Columbus, OH",209528.27,25jul2023,30,,
18140,"Columbus, OH",214055.42,01aug2023,31,,
18140,"Columbus, OH",474878.64,08aug2023,32,,
18140,"Columbus, OH",172067.96,15aug2023,33,,
18140,"Columbus, OH",171108.74,22aug2023,34,,
18140,"Columbus, OH",143743.01,29aug2023,35,,
18140,"Columbus, OH",281261.93,05sep2023,36,,
18140,"Columbus, OH",183187.13,12sep2023,37,,
18140,"Columbus, OH",193241.25,19sep2023,38,,
18140,"Columbus, OH",179203.45,26sep2023,39,,
18140,"Columbus, OH",174894.79,03oct2023,40,,
18140,"Columbus, OH",217956.63,10oct2023,41,,
18140,"Columbus, OH",237813.4,17oct2023,42,,
18140,"Columbus, OH",153525.5,24oct2023,43,,
18140,"Columbus, OH",137118.66,31oct2023,44,,
18140,"Columbus, OH",174800.94,07nov2023,45,,
18140,"Columbus, OH",149534.53,14nov2023,46,,
18140,"Columbus, OH",122761.47,21nov2023,47,,
18140,"Columbus, OH",134678.1,28nov2023,48,,
18140,"Columbus, OH",133689.84,05dec2023,49,,
18140,"Columbus, OH",110819.32,12dec2023,50,,
18140,"Columbus, OH",86563.004,19dec2023,51,,
18140,"Columbus, OH",88657.095,26dec2023,52,,
19100,"DFW",261430.8,03jan2023,1,13,28mar2023
19100,"DFW",147528.2,10jan2023,2,13,28mar2023
19100,"DFW",320458.23,17jan2023,3,13,28mar2023
19100,"DFW",185917.81,24jan2023,4,13,28mar2023
19100,"DFW",184509.18,31jan2023,5,13,28mar2023
19100,"DFW",187641.21,07feb2023,6,13,28mar2023
19100,"DFW",152367.47,14feb2023,7,13,28mar2023
19100,"DFW",291162.5,21feb2023,8,13,28mar2023
19100,"DFW",271754.13,28feb2023,9,13,28mar2023
19100,"DFW",233554.53,07mar2023,10,13,28mar2023
19100,"DFW",272716.8,14mar2023,11,13,28mar2023
19100,"DFW",270261.21,21mar2023,12,13,28mar2023
19100,"DFW",287543,28mar2023,13,13,28mar2023
19100,"DFW",234747.93,04apr2023,14,13,28mar2023
19100,"DFW",223928.36,11apr2023,15,13,28mar2023
19100,"DFW",248893.84,18apr2023,16,13,28mar2023
19100,"DFW",312468.74,25apr2023,17,13,28mar2023
19100,"DFW",242717.6,02may2023,18,13,28mar2023
19100,"DFW",234222.37,09may2023,19,13,28mar2023
19100,"DFW",248178.23,16may2023,20,13,28mar2023
19100,"DFW",167746.79,23may2023,21,13,28mar2023
19100,"DFW",327136.85,30may2023,22,13,28mar2023
19100,"DFW",225283.65,06jun2023,23,13,28mar2023
19100,"DFW",187297.11,13jun2023,24,13,28mar2023
19100,"DFW",337301.03,20jun2023,25,13,28mar2023
19100,"DFW",290198.73,27jun2023,26,13,28mar2023
19100,"DFW",223712.48,04jul2023,27,13,28mar2023
19100,"DFW",240313.51,11jul2023,28,13,28mar2023
19100,"DFW",228379.11,18jul2023,29,13,28mar2023
19100,"DFW",236647.98,25jul2023,30,13,28mar2023
19100,"DFW",213905.52,01aug2023,31,13,28mar2023
19100,"DFW",258624.52,08aug2023,32,13,28mar2023
19100,"DFW",190134.41,15aug2023,33,13,28mar2023
19100,"DFW",184920.61,22aug2023,34,13,28mar2023
19100,"DFW",141230.57,29aug2023,35,13,28mar2023
19100,"DFW",244933.86,05sep2023,36,13,28mar2023
19100,"DFW",215913.56,12sep2023,37,13,28mar2023
19100,"DFW",235180.71,19sep2023,38,13,28mar2023
19100,"DFW",250790.76,26sep2023,39,13,28mar2023
19100,"DFW",157389.71,03oct2023,40,13,28mar2023
19100,"DFW",260207.94,10oct2023,41,13,28mar2023
19100,"DFW",209455.54,17oct2023,42,13,28mar2023
19100,"DFW",209087.72,24oct2023,43,13,28mar2023
19100,"DFW",165525.47,31oct2023,44,13,28mar2023
19100,"DFW",235483.81,07nov2023,45,13,28mar2023
19100,"DFW",256109.76,14nov2023,46,13,28mar2023
19100,"DFW",251089.87,21nov2023,47,13,28mar2023
19100,"DFW",233032.81,28nov2023,48,13,28mar2023
19100,"DFW",266978.75,05dec2023,49,13,28mar2023
19100,"DFW",273804.57,12dec2023,50,13,28mar2023
19100,"DFW",166050.87,19dec2023,51,13,28mar2023
19100,"DFW",251832.32,26dec2023,52,13,28mar2023
23420,"Fresno, CA",10860.829,03jan2023,1,,
23420,"Fresno, CA",7718.4262,10jan2023,2,,
23420,"Fresno, CA",11586.829,17jan2023,3,,
23420,"Fresno, CA",9837.6052,24jan2023,4,,
23420,"Fresno, CA",6380.1714,31jan2023,5,,
23420,"Fresno, CA",10728.61,07feb2023,6,,
23420,"Fresno, CA",13035.293,14feb2023,7,,
23420,"Fresno, CA",13703.44,21feb2023,8,,
23420,"Fresno, CA",16432.332,28feb2023,9,,
