arm,revenue,prior_revenue
baseline,14.035351520835366,7.69430851720216
alternative 1,11.127343168899852,9.986669650696495
alternative 2,5.594129189785342,6.744150624430902
alternative 1,8.550365899433496,12.836877349675184
alternative 2,11.891169172671344,5.997497528357857
alternative 2,10.079051315858521,15.55341934637909
baseline,10.333670004522574,8.518023274782813
alternative 1,10.475218922268661,11.79017923874591
baseline,8.631494957559823,11.007724323114312
baseline,9.013331509987573,11.657982805488315
baseline,10.509079473913852,10.945903481158677
alternative 1,6.722449361497487,7.0361408477814225
alternative 1,11.836491913978184,9.26181085584352
baseline,10.855104226298085,8.58081371874044
baseline,12.69618032204093,7.676570059911027
alternative 2,10.093196280297352,11.857978438109395
baseline,13.518903097492798,7.92872212691995
baseline,15.879051945867648,10.43972508108085
alternative 1,5.8712152145737875,10.607156145769904
alternative 2,9.351002356549627,10.80220546154953
baseline,9.871431257018987,9.722821070570435
alternative 2,7.7652198702415625,12.47018369214908
alternative 2,7.031617898546903,6.173705313785015
baseline,11.10208104744246,14.30853274153391
alternative 2,9.44222070880678,11.602916968111897
alternative 1,12.220020530590636,11.944053311882207
alternative 1,8.066375132478957,6.226859848417776
alternative 1,2.377357302985935,8.71147850161282
alternative 1,12.534262105686524,6.1275020457141975
baseline,12.100629542556296,6.649542409844384
alternative 2,10.818217729160514,11.623374842465052
baseline,8.021513689484717,10.011454042090742
baseline,8.754725989824014,11.61544597681453
baseline,10.705951505453912,9.669523023287802
alternative 1,13.675049880425933,11.486918427104907
alternative 2,8.428944401621132,9.242408297606714
baseline,9.772303644761017,9.740958717875635
alternative 1,16.573527829822485,10.61255567813299
baseline,3.892292289685672,7.871603084849104
alternative 1,3.2028837375125745,8.510605228862481
baseline,4.038069310820715,6.885228586794716
alternative 2,5.93783541109764,10.652480533902432
alternative 1,9.001618087886635,10.408886922496194
alternative 2,10.186345834294421,5.317106749386746
baseline,11.540564107764206,15.266673680808358
alternative 1,10.22763773581964,8.222226202047302
baseline,5.715798471683665,6.775799087720104
alternative 2,11.859118969716176,12.719354080398125
alternative 2,11.282598524165929,11.89966186911795
baseline,12.123034732081729,11.019603174157753
alternative 1,7.024579214216232,10.021770535925457
alternative 2,7.954866588353585,9.552286858874306
alternative 1,9.992590593200736,14.536351422160564
alternative 1,5.070804076897104,10.944522892973916
baseline,14.443709774870785,11.77654329751639
baseline,12.498836328475125,11.263084705603436
alternative 2,14.39500346932625,6.237565495662896
alternative 2,6.3422200020892605,9.480997578604232
alternative 1,2.5165136892848707,13.191937412534035
alternative 1,12.662145586486325,8.199948334746422
alternative 1,7.887688210018471,9.282957574547986
alternative 2,10.65606195131886,9.881521757582856
alternative 2,12.17469632063491,8.982120940974566
alternative 2,13.329579910433381,10.83784333137591
alternative 2,8.679109662382093,13.505338003412293
alternative 1,4.925229041632539,9.22350256753557
baseline,12.900752203226403,7.330780685263566
baseline,10.928666940301454,11.130018790997145
alternative 2,7.918428396056283,9.282566841217895
alternative 1,8.53048850937237,7.8447864445031215
baseline,16.905024556152323,7.210680939663573
baseline,13.01479088220365,8.321596949356575
alternative 1,5.740091433344155,9.808442729465206
baseline,11.947280153162502,12.261528725197037
baseline,14.686795331965207,18.3357388698053
alternative 1,9.75154261126679,7.510723478523836
alternative 2,11.858622980384673,8.701361148780524
alternative 1,11.77789838955669,5.608507110902835
baseline,17.105003627201313,12.06814428432654
alternative 2,5.447987946611506,7.372913293055083
baseline,12.448243132341815,13.029032168514364
baseline,6.18328711830411,11.639077551298847
alternative 2,4.65798038201423,9.231992403586862
alternative 1,12.33614052630962,7.845452809691059
alternative 2,5.979233102585959,9.938644389132678
alternative 1,7.185843400093566,11.388675098197506
alternative 1,6.344020703345819,7.182089331040699
baseline,3.93699303737127,10.009834133154449
alternative 1,8.517285185170204,5.934845987779787
baseline,10.581396141301276,12.581210901932417
baseline,9.35329616974315,10.30450084946592
alternative 2,11.319933748755492,5.887010518463119
alternative 1,15.169757462122787,8.087450509633149
alternative 2,12.468348605580813,11.807645831687148
alternative 1,8.581214618652744,11.320385075178905
alternative 2,11.237457665449167,5.247080728317782
alternative 1,8.003181896249735,7.662347292937815
alternative 1,7.614764875961619,5.587990466490086
alternative 1,12.37930115023809,14.305977963840238
baseline,12.934008927995226,13.311587672441428
alternative 2,9.466095488975531,7.59122949504189
baseline,7.664238859564866,11.432194768871668
baseline,10.68118915943245,9.268334865204723
alternative 1,12.885445632586029,10.714824061446029
baseline,7.484027087438246,7.457273512592916
alternative 2,12.545979897762436,12.625198557963792
alternative 2,12.155040696767909,15.190666243616244
alternative 2,15.405021497194257,10.823107504552288
alternative 1,6.484258021555493,5.570037464804697
baseline,8.837854764955855,11.75964033924847
alternative 2,15.979941237935813,10.7523411032324
alternative 1,12.50616838269371,8.764077541436594
alternative 2,12.368307375682651,11.970070488431517
alternative 2,4.561217172442415,8.25968359287047
alternative 2,13.349101152833608,10.323405006909695
baseline,6.410454855547201,2.209632872817931
alternative 1,7.902657764093981,9.285242921318362
alternative 2,7.848231150514964,9.929254811083982
baseline,11.519160241698684,11.512061512178699
baseline,2.932243225203033,5.55714470657564
alternative 1,8.086132054935794,11.21651939311239
alternative 2,11.967702040650106,10.915609843630028
alternative 2,9.349746174093205,8.517099688070118
alternative 1,6.815012194734778,11.804582384317543
baseline,7.238533636781265,12.05010918556871
alternative 1,9.623559714412938,9.36486656463454
alternative 2,8.5298688006706,5.433374416507621
baseline,8.057041730865864,8.509979394125342
alternative 1,1.892927065256245,8.907934533996007
alternative 2,13.273072104078016,11.201653716301617
alternative 2,9.011382372775477,9.640808895245684
alternative 2,8.831506291734001,9.946282200007088
alternative 2,15.120323471232094,12.405496407874628
alternative 1,10.562382917078258,8.021345262848845
baseline,12.249815178834515,4.439369145880841
alternative 2,9.742939554027329,11.25113425947185
alternative 2,12.721263642143255,11.509653470647223
alternative 2,11.384492067629083,8.91282506274835
alternative 2,12.113927909479466,6.641416878241099
alternative 1,6.46596821012025,9.68520402938089
alternative 1,9.519592928126242,4.023154464306061
alternative 2,11.865439142848555,11.81818513375818
alternative 1,8.768144287601114,16.623398849851977
alternative 2,8.451194681054442,8.41673850983939
alternative 2,9.314799281618372,9.271437166126947
alternative 2,9.513825561101127,5.2795683661853845
alternative 1,7.360355111290573,9.207137912677771
alternative 1,12.685716246185992,16.10672982011874
baseline,14.006421693551964,7.173862910982181
alternative 1,6.912571168121503,9.022014267471947
baseline,15.353676666560759,9.00372784345432
alternative 1,5.017477528387708,7.996468589140894
alternative 1,11.27116800545825,11.569820830688261
baseline,9.399350000525033,11.550244020680092
alternative 1,2.1804833923595037,9.811487705098093
baseline,12.58205626410589,7.001410174536394
baseline,7.4909843905111355,3.9006555417095736
alternative 2,15.269686784432082,7.339538068935299
alternative 1,9.723129833586334,11.311751124450124
baseline,14.536203847424359,9.038306678043094
alternative 1,7.381710618664744,10.01920294571166
alternative 2,14.352240829626862,8.989482405797649
baseline,7.135392755247771,4.877726575053913
alternative 1,5.3361078461843245,12.093174492219994
baseline,9.038126571079566,7.677437270237869
baseline,7.8520983304481735,9.755137580600545
alternative 1,8.281634718703248,8.680603568842242
alternative 1,13.047971783432217,14.1140488455849
alternative 1,4.169934981273011,10.482778193428873
alternative 2,8.169413704135824,8.75524665841672
alternative 2,11.427835155380084,8.861840249207242
alternative 1,9.6913796418829,11.518910618095752
baseline,10.88373040162096,7.559491087497129
alternative 2,8.612401179089028,5.180884110145893
baseline,7.438239107437845,15.386205085695584
alternative 1,6.623989277714267,5.9198635626685405
baseline,10.95978358553432,9.168905722124421
baseline,9.413220289452324,13.72713789923627
alternative 2,12.147380026675096,7.910021204889574
alternative 2,9.22657224722466,7.992240458282945
alternative 2,13.124218864740772,8.575557111640588
alternative 1,3.6205394926375485,9.355040963796966
baseline,5.3889219966162125,16.052691805264708
baseline,7.102996258458307,9.014405703926808
baseline,10.77460820410341,8.63402551796231
alternative 1,8.129908795601422,10.765481858482632
alternative 2,15.078647876388835,11.802527245451893
alternative 1,13.435541635720629,6.360142675719494
baseline,10.952087899766084,9.965738156174838
alternative 2,11.553273875030204,13.628695911906718
alternative 2,9.837632550623837,8.283489900337736
alternative 1,10.601942392255992,4.165391817302458
alternative 1,8.289443852633465,9.097406932143642
alternative 1,6.238924151079225,12.671177034069732
baseline,6.8132790479701475,9.092380854908612
alternative 1,9.879471675968905,13.560354684428354
alternative 2,10.46833069535744,12.308460782384632
baseline,12.101786191831382,9.870372668507427
baseline,6.7314597751796335,5.196257417286954
baseline,10.319516204257559,7.871909378292159
baseline,12.757783275043876,11.737569554295732
alternative 2,9.94616701668885,6.026861228176192
alternative 2,12.03220664882182,6.446151661594548
alternative 1,6.724608231207405,6.561752785354536
baseline,9.58449693418014,13.010577002211685
alternative 1,8.984877389329414,8.170343922716913
alternative 1,4.423155209864268,11.156373754189529
baseline,7.658786182214118,9.85255285747429
alternative 1,7.937344152250079,12.014531658798314
alternative 1,8.528290823914343,9.323220936430845
alternative 1,10.457241442366378,15.820820546789557
alternative 1,11.665340791075664,9.234181680954173
baseline,10.009593971845865,7.925421619026697
alternative 1,6.150012889440914,7.841747638801034
alternative 1,6.683553108864173,11.460105151387657
alternative 1,5.786415426393042,13.499631684140134
alternative 2,12.75613915085649,9.561505188103006
alternative 1,9.000955834395205,7.828156071156339
baseline,10.810253234043293,12.764277389625768
baseline,7.890530613232559,4.899823733243808
alternative 1,11.109654764570232,10.473097922731402
baseline,6.639403595676462,7.299825887257646
alternative 1,6.422687177849578,7.326403192897253
alternative 2,9.528951737876437,8.700358087157758
alternative 1,7.04761903479462,7.225508541500215
alternative 1,8.313646968241855,10.003074604578684
alternative 1,8.051110390905466,12.976001070023905
alternative 1,10.52426314326236,4.7274624294239125
alternative 1,10.57118329624156,11.316631947756747
alternative 2,9.195795095627426,5.014407238090533
alternative 1,9.024200278233408,9.476874045553268
alternative 2,7.135061290400416,5.146342351220193
alternative 2,10.237339360639682,8.800768423847535
baseline,8.748203904032819,9.249767795760317
baseline,6.691670878539043,8.195538161401657
baseline,11.599975091843042,8.450089758946135
baseline,4.984082584622344,8.081923166829284
baseline,6.789524609479419,10.301408889385192
alternative 2,11.456512210141277,4.5236761247419075
baseline,12.277038911746567,6.163441096164325
baseline,14.677546871447054,9.353671206498149
alternative 2,6.760819504382513,6.0740417879219555
baseline,11.044285875362034,8.326100330304868
alternative 2,10.210038271145578,14.338340698091118
baseline,7.902267807312774,9.67988857308712
baseline,14.259533462119158,10.311540426399201
alternative 2,5.6801917939259825,11.01616703519641
alternative 1,5.510991426649667,13.720422586198895
alternative 2,8.031397185006067,18.408528523236996
alternative 2,14.902127964983034,7.110162291116064
alternative 2,10.560041415004832,11.76093284490039
baseline,12.350981422680123,10.827008779928592
baseline,13.75647711089833,9.131093160096892
alternative 2,9.3998469942719,8.459408036226169
alternative 2,13.075119695916381,10.595543120907939
alternative 2,11.373850997070768,11.885702747771546
alternative 1,2.846842776438435,10.430206471625452
alternative 1,9.655706666621148,14.506424243902115
alternative 2,5.914236053208999,14.171559897130274
alternative 1,9.226227386773997,10.966968591980136
alternative 2,15.52775636282813,11.18228380401672
alternative 2,11.701104868387683,10.226873557406956
alternative 1,7.549565595016869,9.414532626468821
alternative 2,8.353461701631755,9.366299301723554
alternative 2,3.49220790883471,10.787118702702646
baseline,9.634788238649124,8.491388789999707
alternative 2,11.15927425182043,5.199308231103678
alternative 1,14.787809989863847,9.191697615537201
alternative 2,10.062466701083432,6.6038113696012335
baseline,10.071839147347784,13.660879670819842
alternative 2,13.607748628296102,12.063313253421668
alternative 1,10.639196855001815,8.42437241731217
baseline,5.649510498889894,8.896883684400095
alternative 2,9.792385606398968,12.646383319013722
baseline,10.928171327379461,14.336934583710644
baseline,13.592465620114524,8.130513171487713
alternative 2,5.114612410140395,13.656725701824444
alternative 2,14.578155669692233,5.401365227293322
alternative 1,13.527720059482501,10.646351511777553
alternative 1,9.482056494376959,14.344349762741981
alternative 1,13.034055519691844,11.45399285598561
baseline,11.419651197435948,11.349182871591077
baseline,8.799827698352422,9.334695650803036
alternative 2,7.7930485362163715,8.500880672783243
alternative 2,9.400098363993202,7.594083891135006
alternative 2,10.91023950794539,8.528057447898268
alternative 2,12.006704161055922,4.633038160118704
baseline,9.659935617678101,9.894654920532487
alternative 1,8.068112280489359,8.982821900572306
baseline,5.244261967810428,10.569431314008476
alternative 1,10.942817947701212,10.980611882611301
alternative 1,12.11618117832655,10.104588817347507
alternative 2,11.936043541952811,9.968272215370558
alternative 1,11.062652158777482,4.768311091603634
baseline,7.319257096065967,14.260698971099274
baseline,2.6186925337113838,9.079466210523968
alternative 2,14.016824878824204,9.220218003374706
alternative 1,7.7849667856479075,9.8882650304459
baseline,8.94063945999266,9.592548478270817
baseline,7.949856890439611,12.826023259867172
alternative 2,14.769794763196984,9.099829033665133
baseline,5.84053173792627,7.928470489059814
alternative 2,9.948034019691107,11.016616630709624
alternative 2,7.4759603304879665,7.192513044073548
baseline,11.532028413576421,12.316726496118672
baseline,8.135217864487947,5.500348838147012
alternative 2,20.352354603863652,11.84991271126614
alternative 1,8.198988714698904,12.10709382659252
alternative 1,8.626630110856734,12.101470667300559
alternative 2,10.978179593328667,9.77381569450272
alternative 2,10.159254395307634,5.157855999610731
alternative 2,16.31428469817942,6.67539823919677
alternative 2,6.4199292710682165,8.861420351730898
alternative 1,6.11558455946848,9.344861628319187
baseline,12.063291545685306,12.485908701587668
alternative 2,12.944192164865045,8.583103835642959
alternative 1,9.148775482984757,10.723637152692472
alternative 1,3.726637728173783,11.21175410035958
alternative 2,6.128102137248505,15.621039796719469
baseline,8.786454746074915,8.945374468416226
alternative 1,6.690878702286434,7.610089904432931
baseline,16.82228070742972,12.321109065869893
alternative 1,4.3523926645564845,14.012638702055689
baseline,13.579726825424295,8.656362613135135
baseline,10.920090826089513,9.455167761736778
baseline,15.917739713340797,7.111129433023729
alternative 1,9.438031829327182,8.215564007021586
alternative 2,6.200878786146437,16.074914765164962
alternative 1,5.455300262692763,10.160387562463328
alternative 2,5.277898180858994,8.30278838227072
alternative 1,10.265906464300372,7.025798061492912
baseline,11.760405552206965,8.692876724335752
alternative 2,13.98024753719584,13.58528274002067
baseline,8.239765717809965,9.73019857817887
alternative 2,11.050362679416699,11.358047886304096
baseline,10.043145988732798,10.070632878028526
alternative 2,9.769780575614641,9.845719600916055
baseline,13.893820580605396,11.438249723635563
alternative 2,12.603766918330107,11.669210972406734
alternative 1,8.538573666356893,10.456481130738592
alternative 2,7.244478964992766,13.306422968950871
baseline,1.6511187029703382,9.238554822993724
alternative 1,12.422687931450824,5.4083961991119756
alternative 2,11.699339752850554,7.457700660262919
alternative 1,7.893590204433394,12.337822881918314
alternative 1,9.594170777655451,3.3969323963469122
alternative 2,7.570723380805205,12.426007204666279
alternative 1,10.346828154578994,14.744406717572854
alternative 1,14.047942782039891,8.473264609559624
alternative 1,16.509713415208466,9.573439009555733
alternative 2,7.611994396772923,7.599080402268268
baseline,3.229824684131744,14.321057024747843
baseline,14.784285967131591,6.453477683560037
alternative 2,9.816347134854283,9.786822632337733
alternative 2,7.618940843573659,4.234693906186515
alternative 1,8.368927188669264,8.53676171162226
alternative 1,7.834766277033674,10.168148187802894
baseline,14.288558975577978,8.590721840924822
baseline,10.511328996164089,11.680611571234808
alternative 1,10.662428779538246,7.656729426656474
alternative 1,9.289131369342108,11.14261946050716
alternative 1,5.614945987467667,13.290617032389523
baseline,14.294766715642332,7.331659233666519
alternative 2,11.081010055044507,11.426834770013095
alternative 2,8.863157531013742,10.944841537064283
alternative 2,10.989766878876496,5.096245467083597
alternative 1,10.377483947935675,6.199572751186892
baseline,12.81760855498614,7.486366774598334
alternative 2,10.016143699016565,13.616836740339725
alternative 2,11.989144939586536,6.261578241276364
baseline,6.955250287602749,7.7020916341288235
alternative 2,11.683932250069999,10.574899444798305
alternative 2,7.9706930860113925,5.998371543156923
alternative 2,11.344750215257502,8.954419802629515
alternative 2,16.971647662343212,9.609810969689237
alternative 1,14.442758483100825,5.98884920568698
alternative 1,4.280361181314879,6.139744602423397
alternative 2,14.067389344360398,14.7683047690806
alternative 2,8.153461638142097,8.118301910721327
baseline,6.493057269362501,4.065080458644839
baseline,12.155235093329889,10.16906090888649
alternative 1,9.031463948021626,5.29983038850986
alternative 2,15.419870045485983,7.989929785851581
alternative 2,12.100879274449428,5.136315784265827
baseline,9.428424431139888,10.374123368715752
alternative 1,9.981225654159923,9.963945629709876
alternative 1,10.483567476146318,6.108438631901117
alternative 2,11.09211781631898,9.841273050440833
alternative 2,11.195018052585183,9.717035651957545
alternative 2,6.680361678259807,5.546600743673078
alternative 1,2.3571954423463453,11.952603529535892
alternative 1,11.482972529205597,12.03065087366636
baseline,10.920369887384355,3.1006423468456674
baseline,6.919868524644202,10.011246252779335
alternative 2,10.906554008375386,8.831755360543937
alternative 2,11.606751608724739,9.534955123055736
alternative 2,10.862311396654086,7.582804001503952
alternative 2,13.446032958364771,8.207685173958847
alternative 1,5.008052750938121,7.187002961543814
alternative 2,9.45460142591406,12.482008365106541
alternative 2,10.373196004695622,8.941555343103053
alternative 2,6.754009725712118,11.856447769488728
baseline,8.044143537929843,9.199916423175992
alternative 1,13.440549230645594,11.026289993147913
baseline,5.115237856854477,4.1914692909425835
alternative 2,10.307068649642261,5.861778155375585
alternative 1,10.945640242898993,9.626789194894938
baseline,10.496154307071588,7.379770455072941
alternative 2,15.724150965860117,18.027781184031376
alternative 1,8.164245828729856,10.559117745245002
alternative 1,9.292252029192937,8.720939409676793
baseline,7.50378859680161,6.245096037558568
alternative 2,7.093208203423427,10.715720076647436
alternative 1,7.440976565389094,1.7651214495784089
alternative 2,11.834574661794967,9.385216152607532
alternative 1,13.040019004203439,10.619367191273028
alternative 2,6.063979211069109,2.8109700778100564
alternative 1,6.841582846986188,7.624677737919042
alternative 1,11.8294776030005,9.47338720313128
alternative 2,13.901065494295526,5.525500832892096
alternative 1,11.895793153141344,11.662967460292759
baseline,3.945297665706411,13.467853523782317
baseline,10.280375475299058,10.676133511605517
alternative 2,7.905311662714732,13.325741038765917
alternative 1,5.44244301228339,11.996276055121838
alternative 2,12.961822427726013,6.577497715483334
baseline,15.950120798267722,10.194585440652558
baseline,11.961677830813073,4.918637613992733
baseline,16.353190009025695,5.8263291793247305
alternative 1,12.074659298297792,6.515684846204914
alternative 1,7.143033591456952,11.866262131656342
alternative 1,12.082658141025473,5.686147252657694
alternative 1,12.271416507170981,12.634941485399583
alternative 2,7.686139773465323,14.29594278077333
alternative 1,4.6294271152558855,7.625682251667154
alternative 1,10.437007872275966,6.9393011458921805
alternative 2,11.291457257038022,10.223228236409886
alternative 1,8.43877719023184,11.99720161577168
alternative 1,8.314917622027082,10.194623206441417
alternative 2,13.939415632463707,11.872058630077522
alternative 2,12.858051872442626,6.052461193349659
baseline,11.574377726503965,6.864503627091485
alternative 2,6.655755060665921,9.284880961145095
alternative 1,6.28711444004523,11.871853156519933
baseline,12.443606379085972,3.7921212907056745
alternative 1,6.51509238126933,5.1206399842460035
alternative 2,9.112112170221328,10.865527009606474
alternative 1,8.273135705464835,7.730722277998594
baseline,13.900529580439418,2.5854284822111344
alternative 1,12.710615680554675,7.867135120533543
baseline,9.765672969661631,7.917909986839675
baseline,14.628664316617355,5.8070645095842215
baseline,10.035209109165807,11.08231595557999
baseline,5.166991696344498,6.740305488661539
baseline,9.555464399505313,6.840004895946876
baseline,7.55322468634255,8.450412010770687
alternative 1,10.94874399493852,8.471846669365567
baseline,13.23527858341884,6.506726652021936
alternative 1,5.244233218579643,15.279036217163402
alternative 2,8.526125617003466,5.5672639787835205
alternative 1,3.773838174684509,12.725310361426818
alternative 2,9.476086456019821,8.738870794800805
baseline,9.52239486524008,12.538828654009343
baseline,9.461410498072238,16.53216133649788
baseline,10.401281722162688,12.685354300874963
baseline,12.41571957371322,9.390658039225887
baseline,8.23908704193861,10.49589178569966
baseline,11.530296193621819,7.782241855620418
baseline,10.499016597851968,13.208614934778788
baseline,16.209843217209034,12.063107961048264
alternative 1,14.588279059140847,7.611877366380632
baseline,12.105646756177881,13.515558525743817
alternative 1,6.311000001084013,8.043229663864972
alternative 1,14.21371428550575,6.574703432639181
alternative 2,6.476609902032868,14.083944720918534
baseline,13.590289674941316,10.796360731951308
alternative 2,10.362867736062517,8.184426483185055
alternative 1,9.845846621427153,14.23942087220465
baseline,10.715698378426229,16.0008778017409
alternative 2,7.8061740430793085,9.440957737015191
alternative 2,9.380823997008253,6.244575370513002
baseline,9.540748800971034,10.75198790498132
baseline,11.57269053985609,16.011356536833667
alternative 2,11.89340240917068,12.950410411038849
alternative 2,10.698282738896928,14.534166801357786
baseline,17.195347856764208,11.09325539292785
baseline,7.022022953645256,7.853584931668495
alternative 1,9.845802909615486,10.869494105751938
alternative 1,11.095275403153115,10.880593043690123
alternative 1,9.020954748767815,7.591404676393614
alternative 1,10.203414783792688,15.06496207244197
alternative 1,12.059785816283265,11.104111848908595
alternative 2,13.588700771468254,8.386807913297442
baseline,8.475204561750038,7.256644686902055
baseline,9.624140131691686,8.23398230987276
alternative 2,14.124824221956418,8.074029746953434
alternative 2,8.09183485132525,15.327731536491894
alternative 1,7.645874306755969,9.960585371751053
alternative 1,10.353968474230236,6.089920643237555
baseline,13.706451308509207,11.411357121233683
alternative 1,13.675152035642345,7.462334188345699
alternative 1,9.29737737742848,9.618067264982587
baseline,10.791665483050066,5.136155754268517
baseline,10.332509136076666,5.220608265728765
alternative 1,10.075002213590764,3.1140526264444404
baseline,4.44523949712824,11.955646149319996
baseline,8.359484634415653,6.536425779103277
baseline,13.812536863226644,10.482878651985246
baseline,12.61627058660135,9.001273783037508
baseline,18.038886081700007,7.686458418320615
alternative 2,15.733486648079666,9.315901879700261
alternative 1,4.036468815261762,10.948546237244326
alternative 2,11.444287684365491,6.3460345572823105
alternative 2,7.733342168595856,9.425907070745023
alternative 1,10.049243445743944,2.0880101513617975
baseline,13.159364357571409,8.016506078555068
alternative 1,5.004757546805472,12.323199654355793
