id,treat,takeup,outcome
103,0,0,-.26815121
104,0,1,.65402347
105,0,0,-.50915437
106,0,0,.27711956
107,0,0,.09623615
108,0,0,-.09290705
109,0,0,-.31086367
110,0,1,1.4139602
111,0,0,-.22689655
112,0,0,.77112536
113,0,0,.57377163
114,0,0,.42882337
115,0,0,-1.4123948
116,0,0,-.61431745
117,0,0,-.94133444
118,0,0,.12569265
119,0,0,-1.0945781
120,0,0,-.11626984
121,0,0,.06405601
122,0,0,-.59794758
123,0,1,.63821889
124,0,0,-.33513679
125,0,0,-.2334895
126,0,0,.55427719
127,0,0,.37794228
128,0,0,-.33880922
129,0,0,.78499799
130,0,0,-.28780184
131,0,0,-.31224326
132,0,0,-.57723072
133,0,0,.96279175
134,0,0,-.84696269
135,0,0,-1.0864795
136,0,0,.24625159
137,0,0,.8088456
138,0,0,-.61455165
139,0,0,.00742913
140,0,0,-.15820648
141,0,0,.00175405
142,0,0,.51786631
143,0,0,.50844513
144,0,0,-.07199212
145,0,0,-.66097547
146,0,0,-.73391183
147,0,0,-.28711563
148,0,0,.50984584
149,0,0,.3485773
150,0,0,-.87849073
151,0,0,-1.065515
152,0,0,.22376028
153,0,0,-.49067708
154,0,0,.33319368
155,0,0,-.85476065
156,0,0,-.65999752
157,0,0,.24585142
158,0,0,-.52076172
159,0,0,-.58093599
160,0,0,-.84183138
161,0,0,-.31159232
162,0,0,-.15058541
163,0,0,.09399221
164,0,0,.48955613
165,0,0,-.16024015
166,0,1,2.2651602
167,0,0,.54908264
168,0,0,-.01743019
169,0,1,.87406044
170,0,1,1.6344743
171,0,0,.21819543
172,0,0,.44759197
173,0,0,.83061997
174,0,0,.1451759
175,0,0,-.14737194
176,0,0,.43141003
177,0,0,-.61523909
178,0,0,.24710319
179,0,0,.14450006
180,0,0,.07816652
181,0,0,-.22783159
182,0,1,1.5799614
183,0,0,-.20315314
184,0,0,.66152035
185,0,0,.33574628
186,0,0,.17131625
187,0,0,-.97388424
188,0,0,.29653949
189,0,0,.29401202
190,0,0,.30148969
191,0,0,-.06491228
192,0,0,-.11238814
193,0,0,.42852136
194,0,0,-.22082359
195,0,0,-.69011184
196,0,0,-.13582833
197,0,0,-.48317304
198,0,0,-.00845931
199,0,0,-.31640494
200,0,0,-.49409999
201,0,0,-.13329759
202,0,0,-.92598809
203,0,0,.56164528
204,0,0,.68542241
205,0,0,.44818907
206,0,0,-.85885187
207,0,0,-.67498609
208,0,0,.02268676
209,0,0,.01505905
210,0,0,.2681782
211,0,0,.16568726
212,0,0,.42871836
213,0,0,.51298969
214,0,0,.67691556
215,0,0,.37657024
216,0,0,.53747509
217,0,0,.22295734
218,0,0,.44645235
219,0,0,.64198697
220,0,0,.01885856
221,0,0,-.12840503
222,0,0,-.11934421
223,0,1,1.2956763
224,0,0,.5885053
225,0,1,1.3358114
226,0,0,.16760874
227,0,0,.39011083
228,0,0,.37328278
229,0,0,-.95608553
230,0,0,-.04380219
231,0,0,-.21325028
232,0,0,.5717824
233,0,0,-.39636455
234,0,0,-1.1180662
235,0,0,-.7174557
236,0,0,-.02875771
237,0,0,-.49932538
238,0,0,.57782973
239,0,0,.29196315
240,0,0,-.28257165
241,0,0,.71115658
242,0,0,.2464178
243,0,0,.30667347
244,0,0,-.08114309
245,0,0,.11787463
246,0,0,.21729421
247,0,0,.1206351
248,0,0,-.65832312
249,0,0,-.8818979
250,0,0,-.21279702
251,1,1,.86642562
252,1,1,1.8654298
253,1,0,-.18483562
254,1,0,-.75467977
255,1,0,-.26600468
256,1,0,1.3376057
257,1,0,-.20592114
258,1,0,.24393843
259,1,0,-.85352916
260,1,1,.97006224
261,1,0,-.75388046
262,1,1,1.9082214
263,1,0,-.50582427
264,1,0,-.76188604
265,1,1,1.2331575
266,1,1,1.8630285
267,1,0,.10198822
268,1,0,-.77568387
269,1,1,.56283732
270,1,0,.22871534
271,1,1,1.6151793
272,1,0,1.4364368
273,1,0,.23042787
274,1,0,-.93091613
275,1,0,-.43067774
276,1,1,1.7421092
277,1,0,.45983435
278,1,1,.37693598
279,1,0,.48956722
280,1,1,2.1803444
281,1,1,.94359466
282,1,1,1.5822851
283,1,1,1.8195924
284,1,1,1.414162
285,1,1,1.7248226
286,1,0,.23243727
287,1,0,-.04355423
288,1,0,-.25822336
289,1,1,1.4213462
290,1,0,-.28115998
291,1,1,.83387327
292,1,1,1.59514
293,1,1,3.2652838
294,1,0,.02109483
295,1,0,-.28138037
296,1,1,1.095653
297,1,1,2.3992754
298,1,1,.38308269
299,1,0,-.97397314
300,1,1,1.5262618
301,1,1,.71140454
302,1,0,-.88370243
303,1,0,.31464827
304,1,0,-1.0930784
305,1,0,.60500966
306,1,0,-.66914006
307,1,0,.01660478
308,1,1,2.2124163
309,1,0,-.62551263
310,1,1,1.6575422
311,1,0,-.24261049
312,1,0,-.21453044
313,1,0,.48502487
314,1,0,-.22937999
315,1,0,-.43820486
316,1,0,.30567439
317,1,0,-1.106462
318,1,0,-.21287273
319,1,1,1.0920491
320,1,1,.95199302
321,1,0,1.0471556
322,1,0,-.49592423
323,1,1,1.3252052
324,1,0,.08517994
325,1,1,1.7217511
326,1,0,.01125183
327,1,0,.03284293
328,1,0,.68372425
329,1,0,.4448902
330,1,0,-.82006827
331,1,0,-.49336332
332,1,0,.68049451
333,1,1,1.6576782
334,1,0,-.13028034
335,1,1,.92331981
336,1,0,-.11367564
337,1,1,1.6398158
338,1,1,1.7056603
339,1,0,-.06873129
340,1,0,-.08153141
341,1,0,.07698363
342,1,1,.29303332
343,1,0,-1.6295217
344,1,1,.81728279
345,1,0,.26072012
346,1,0,.23711656
347,1,0,.75979987
348,1,1,2.1010777
349,1,0,-.43841848
350,1,0,-.53895116
351,1,1,1.6493786
352,1,0,-.58553105
353,1,1,.26967331
354,1,0,-1.2869376
355,1,0,-.90052203
356,1,0,-.4172699
357,1,0,-.74338423
358,1,0,.27978441
359,1,0,-.27577951
360,1,1,1.6558296
361,1,0,-.52820065
362,1,0,-1.0554808
363,1,0,.74771939
364,1,0,-.27665659
365,1,1,.45380614
366,1,1,.86132318
367,1,1,1.3423246
368,1,0,-.15003687
369,1,0,.32631558
370,1,0,.4478137
371,1,0,-.09147979
372,1,1,.79114573
373,1,0,1.3122291
374,1,0,-1.1009714
375,1,1,2.1879679
376,1,0,-.16379185
377,1,0,-.12302495
378,1,1,1.0254058
379,1,1,1.4190424
380,1,0,-1.0266383
381,1,0,.46622195
382,1,0,.39470783
383,1,1,1.7772843
384,1,0,-.46714518
385,1,1,1.6235241
386,1,0,-.12436644
387,1,0,.39124998
388,1,1,1.55762
389,1,1,.9475534
390,1,0,-.63944164
391,1,1,1.7040025
392,1,0,-.60645941
393,1,0,-1.0983326
394,1,0,.35191963
395,1,0,.45728213
396,1,0,.14095728
397,1,0,.52347222
398,1,0,-.13620012
399,1,1,1.2373225
400,1,0,-1.1914718
401,1,1,.63463013
402,1,0,.29319259
403,1,0,-.16722437
404,1,1,.52860942
405,1,1,1.0660654
406,1,0,-.10089988
407,1,1,-.35556465
408,1,0,-1.1705583
409,1,1,1.4134899
410,1,0,.3057228
411,1,0,1.0353843
412,1,0,-.14609412
413,1,0,.17151835
414,1,0,-.58930826
415,1,1,1.7675959
416,1,1,1.0305389
417,1,0,.08645689
418,1,0,-.36125031
419,1,0,.32279678
420,1,0,-.84556284
421,1,0,-.41118782
422,1,1,1.7748215
423,1,0,-.4492137
424,1,1,1.828044
425,1,1,.35968426
426,1,0,-1.0646096
427,1,1,1.6584748
428,1,1,.95612352
429,1,1,1.417505
430,1,0,.30801066
431,1,0,-.09061647
432,1,0,.46339879
433,1,1,1.4129357
434,1,0,-.3329138
435,1,0,-.09427856
436,1,0,1.0225928
437,1,0,-.51173139
438,1,0,.09051727
439,1,1,.8785948
440,1,1,1.2608595
441,1,0,-.3651928
442,1,0,.34169226
443,1,0,-.40137095
444,1,0,.04527437
445,1,1,1.6266657
446,1,0,.29208416
447,1,0,.55296622
448,1,0,-1.2061812
449,1,1,1.0247798
450,1,0,-.30180025
451,1,0,-.3749575
452,1,1,.7446485
453,1,0,.15793105
454,1,0,.05285694
455,1,0,.0635537
456,1,0,-.88209848
457,1,0,.2550214
458,1,0,-.76322991
459,1,1,.45688272
460,1,0,.31915282
461,1,1,1.4897208
462,1,1,1.7071422
463,1,0,-1.246307
464,1,0,.05693656
465,1,0,-1.1588291
466,1,0,.82169171
467,1,0,-.23109214
468,1,0,.84671103
469,1,0,-.86464671
470,1,0,-.43916047
471,1,0,-.15805001
472,1,0,-.06359612
473,1,0,-.53486799
474,1,1,1.4525837
475,1,0,.20771189
476,1,0,-.006852
477,1,0,-.80996183
478,1,0,.21829632
479,1,0,-.10080641
480,1,0,-.12464572
481,1,1,1.7405273
482,1,1,.94372251
483,1,0,-.56976096
484,1,0,-.5841069
485,1,1,1.3380759
486,1,0,.61785708
487,1,1,1.6203197
488,1,1,.78752337
489,1,1,1.9040543
490,1,0,-.71658688
491,1,0,-.73227987
492,1,1,1.0629175
493,1,1,1.772942
494,1,0,.21925668
495,1,0,.45906211
496,1,0,.23007756
497,1,0,.27271389
498,1,0,.46642678
499,1,1,2.2638155
500,1,0,-.36449994
