officer_id	assign_high_interest	offer_high_interest	interest_offer	accept_offer	charge_off
1	0	0	.0914581	1	.2285232
1	0	0	.098044	1	.320085
1	0	0	.0940103	1	.2374999
1	0	0	.094713	1	.2009313
1	0	0	.0931138	1	.2532417
1	0	0	.092143	1	.2254329
1	0	0	.0903506	1	.2387543
1	0	0	.0967071	1	.2067213
1	0	0	.0960732	1	.2039979
1	0	0	.0974041	1	.2733257
1	0	0	.0984019	1	.2205296
1	0	0	.0930195	1	.2540811
1	0	0	.09813	1	.2917985
1	0	0	.097199	1	.2383747
1	0	0	.0904552	1	.2148924
1	0	0	.097757	1	.2634767
1	0	0	.0999543	1	.2104397
1	0	0	.095586	1	.3155558
1	0	0	.0983743	1	.2201142
1	0	0	.0999412	1	.2623721
1	0	0	.0984177	1	.2002237
1	0	0	.0921809	1	.2280902
1	0	0	.0950083	1	.191405
1	0	0	.0939704	1	.1974096
1	0	0	.0946958	1	.185352
1	0	0	.0971083	1	.2830668
1	0	0	.0910522	1	.1752075
1	0	0	.0946108	1	.2488461
1	0	0	.0929328	1	.2049235
1	0	0	.0919191	1	.2644939
1	0	0	.0929793	1	.2278856
1	0	0	.0901305	1	.28686
1	0	0	.0936396	1	.2187427
1	0	0	.094255	1	.1897797
1	0	0	.0927564	1	.2465877
1	0	0	.0934625	1	.2068685
1	0	0	.094596	1	.2069966
1	0	0	.0951546	1	.2980456
1	0	0	.0996839	1	.2015792
1	0	0	.0948866	1	.1914201
1	0	0	.0934213	1	.2760207
1	0	0	.0945039	1	.2225824
1	0	0	.0955326	1	.1883052
1	0	0	.0989807	1	.2745057
1	0	0	.0996121	1	.2608366
1	0	0	.0908062	1	.2199429
2	1	1	.1043759	1	.2697654
2	1	1	.101632	1	.2374106
2	1	1	.1039552	1	.2902294
2	1	1	.1091754	1	.2416297
2	1	1	.1098505	1	.2668915
2	1	1	.102418	1	.2477995
2	1	1	.1021068	1	.2612603
2	1	1	.1005335	1	.2323249
2	1	1	.100053	0	
2	1	1	.1002126	1	.2465326
2	1	1	.1063435	1	.225427
2	1	1	.1028584	1	.2269367
2	1	1	.100932	0	
2	1	1	.1022558	1	.2350836
2	1	1	.1016095	1	.2551413
2	1	1	.1069892	0	
2	1	1	.1036189	1	.2216903
2	1	1	.1000734	1	.2827269
2	1	1	.1082246	1	.2126886
2	1	1	.1012473	1	.2598591
2	1	1	.101834	1	.2125764
2	1	1	.1027563	1	.2544215
2	1	1	.1071654	1	.2786387
2	1	1	.1028418	1	.2446347
2	1	1	.1085457	1	.2158604
2	1	1	.1032129	1	.2033844
2	1	1	.1086826	1	.1987133
2	1	1	.1008219	1	.1962313
2	1	1	.1015499	1	.2176397
2	1	1	.1020618	1	.215248
2	1	1	.10618	1	.232444
2	1	1	.1023975	1	.2220262
2	1	1	.1025936	1	.3034858
2	1	1	.1093995	1	.2373027
2	1	1	.1024344	1	.242526
2	1	1	.1032556	1	.2492319
2	1	1	.1097091	1	.263236
2	1	1	.1057021	1	.2077792
2	1	1	.1003939	1	.1996429
2	1	1	.1097135	1	.2271742
2	1	1	.1000279	1	.272204
2	1	1	.1092697	1	.293107
2	1	1	.1063212	1	.2385582
2	1	1	.1038573	1	.2194389
2	1	1	.1035437	1	.2883947
2	1	1	.1047707	1	.2159812
2	1	1	.1030441	1	.2300802
2	1	1	.1081319	1	.2316157
2	1	1	.1087869	0	
2	1	1	.1041748	1	.2020976
2	1	1	.1064891	1	.2637887
2	1	1	.1072434	1	.2376605
2	1	1	.1001008	1	.2023678
2	1	1	.1077687	1	.2139197
2	1	1	.1089896	0	
2	1	1	.1040904	1	.2212783
2	1	1	.1018909	1	.2083243
2	1	1	.1049725	1	.2890087
2	1	1	.1090605	1	.2019259
2	1	1	.1020963	1	.267159
2	1	1	.109402	1	.2520462
2	1	1	.1079956	1	.2401513
2	1	1	.1022681	1	.2523906
2	1	1	.1079853	1	.2841139
2	1	1	.1033787	1	.2520966
2	1	1	.1026639	1	.2826548
2	1	1	.1077516	1	.3311251
2	1	1	.1029611	1	.2573216
2	1	1	.1088234	1	.2461607
2	1	1	.1091338	1	.2058658
2	1	1	.1080994	0	
2	1	1	.1054694	1	.2267265
2	1	1	.1012995	1	.2211276
2	1	1	.1024691	1	.2698296
2	1	1	.1024225	1	.2453516
2	1	1	.1017896	1	.2873373
2	1	1	.1079456	1	.2987462
2	1	1	.106076	0	
2	1	1	.1000834	1	.2122737
2	1	1	.1063763	1	.2798932
2	1	1	.101529	0	
2	1	1	.100292	1	.212409
2	1	1	.1013441	1	.1914762
2	1	1	.1098999	1	.2047317
2	1	1	.1014971	1	.2304435
2	1	1	.1041678	1	.2111011
2	1	1	.1037344	1	.232404
2	1	1	.1008921	1	.2208373
2	1	1	.1087924	1	.2513117
2	1	1	.1014534	1	.2421951
2	1	1	.1019552	1	.2131242
2	1	1	.1076524	1	.2166205
2	1	1	.1017362	1	.2108631
2	1	1	.1024251	1	.235589
2	1	1	.1078269	1	.2138856
2	1	1	.1048649	1	.203212
2	1	1	.1068945	1	.2167887
2	1	1	.102939	1	.2139528
2	1	1	.1014785	1	.2692579
2	1	1	.1077655	1	.242748
2	1	1	.1094666	1	.2018943
2	1	1	.1071354	1	.2475303
2	1	1	.1086518	1	.3228999
2	1	1	.1027668	1	.230028
2	1	1	.1002725	0	
2	1	1	.1096945	1	.2579046
2	1	1	.1013841	1	.2504272
2	1	1	.1024421	0	
2	1	1	.1077033	1	.2006891
2	1	1	.1023653	1	.2003921
2	1	1	.1064432	1	.2148563
2	1	1	.1063664	1	.3201976
2	1	1	.1083793	1	.2072828
2	1	1	.1049149	1	.2791331
2	1	1	.1069854	1	.228533
2	1	1	.1045958	1	.1931146
2	1	1	.1039477	1	.2268577
2	1	1	.1069132	1	.2203301
2	1	1	.1029582	1	.2407643
2	1	1	.1032574	1	.2565891
2	1	1	.1036258	1	.2962246
2	1	1	.1078717	1	.2003158
2	1	1	.1085014	1	.2466343
2	1	1	.1058803	1	.2138346
2	1	1	.1001363	0	
2	1	1	.1009267	1	.2120557
2	1	1	.1067883	1	.2078399
2	1	1	.1066381	1	.2351489
2	1	1	.1065458	1	.2841919
2	1	1	.1008738	1	.2295253
2	1	1	.1080819	1	.2773872
2	1	1	.1076534	1	.2173604
2	1	1	.1013494	1	.2054296
2	1	1	.1076323	1	.2448176
2	1	1	.1026378	1	.2266183
2	1	1	.1086581	0	
2	1	1	.103119	1	.1993553
3	1	1	.1018225	1	.253729
3	1	1	.1011556	1	.2123223
3	1	1	.1014506	1	.2554634
3	1	1	.1023667	1	.2471491
3	1	1	.1050909	0	
3	1	1	.1037411	1	.2823972
3	1	1	.1080412	1	.2557175
3	1	1	.1049168	1	.2091495
3	1	1	.1020356	0	
3	1	1	.108377	1	.2373897
3	1	1	.1026355	1	.2535862
3	1	1	.1096174	1	.2127312
3	1	1	.1018641	1	.2501627
3	1	1	.106507	1	.2302202
3	1	1	.1063511	1	.2420556
3	1	1	.1089378	1	.2203562
3	1	1	.1013282	1	.2014629
3	1	1	.1050307	1	.2161342
3	1	1	.1011536	1	.1886273
3	1	1	.1021484	1	.3026696
3	1	1	.1020058	1	.2638464
3	1	1	.1070324	1	.2570083
3	1	1	.1048452	1	.1950956
3	1	1	.100399	0	
3	1	1	.1080839	0	
3	1	1	.1080436	1	.2363664
3	1	1	.1095074	1	.3034523
3	1	1	.1052625	0	
3	1	1	.1061475	1	.2512175
3	1	1	.1027289	1	.2232421
3	1	1	.1001472	1	.1979424
3	1	1	.1075083	1	.2385343
3	1	1	.1056774	1	.2155696
3	1	1	.1008993	1	.221019
3	1	1	.1043257	1	.2865281
3	1	1	.1045176	1	.260233
3	1	1	.1015953	0	
3	1	1	.1042014	1	.2490525
3	1	1	.1043433	0	
3	1	1	.1022937	1	.3276321
3	1	1	.1006931	1	.2484624
3	1	1	.1052684	1	.2754593
3	1	1	.1029982	1	.2334874
3	1	1	.1043119	1	.2028329
3	1	1	.1070886	1	.2128182
3	1	1	.1061891	1	.1948779
3	1	1	.100527	1	.2478519
3	1	1	.106487	1	.2093812
3	1	1	.102408	1	.2308279
3	1	1	.1078588	1	.2368399
3	1	1	.1078409	1	.22075
3	1	1	.1060742	1	.2162591
3	1	1	.1022166	1	.1994958
3	1	1	.1021666	1	.2294065
3	1	1	.1034009	1	.2581726
3	1	1	.1094159	1	.222746
3	1	1	.1023812	1	.2160727
3	1	1	.1033804	0	
3	1	1	.1061755	1	.2082411
3	1	1	.1021475	1	.2130154
3	1	1	.109097	1	.2573754
3	1	1	.107335	1	.2792478
3	1	1	.1019093	1	.2080272
3	1	1	.1014708	0	
3	1	1	.1023736	1	.2808033
3	1	1	.1090803	1	.2312128
3	1	1	.1033578	1	.2041271
3	1	1	.1052909	1	.2113388
3	1	1	.1048372	1	.3032729
3	1	1	.1019656	1	.1920646
3	1	1	.1030504	1	.2488984
3	1	1	.1081618	1	.2113532
3	1	1	.1028399	1	.2117744
3	1	1	.1017934	1	.3090874
3	1	1	.1006834	1	.2350166
3	1	1	.1093959	1	.2150155
3	1	1	.1010377	1	.2521135
3	1	1	.1054615	1	.2219692
3	1	1	.1005471	1	.2219589
3	1	1	.1064046	1	.3069772
3	1	1	.1077639	1	.2152061
3	1	1	.1036369	1	.193273
3	1	1	.1062489	1	.2129879
3	1	1	.1003617	1	.1939436
3	1	1	.1014698	1	.2065584
3	1	1	.1077135	1	.2483426
3	1	1	.1043303	1	.2647119
3	1	1	.100105	1	.226647
3	1	1	.1037323	0	
3	1	1	.1025499	1	.3230259
3	1	1	.1024316	1	.2405097
3	1	1	.1011381	1	.2104992
3	1	1	.1087988	1	.2387026
3	1	1	.1077197	1	.292127
3	1	1	.101144	1	.2269223
3	1	1	.1072539	1	.222527
3	1	1	.1046121	1	.2553612
3	1	1	.1099956	1	.2100037
3	1	1	.1008355	1	.2106791
3	1	1	.1027279	1	.2567054
3	1	1	.1082225	1	.2811515
3	1	1	.106218	1	.2413295
3	1	1	.1088795	1	.2496617
3	1	1	.1001211	1	.2675164
3	1	1	.1013329	1	.2055253
3	1	1	.1051178	1	.2267409
3	1	1	.1000862	1	.2550837
3	1	1	.1067097	1	.2258532
3	1	1	.1089544	0	
3	1	1	.1003499	1	.1989438
3	1	1	.1062443	1	.2029947
3	1	1	.10004	0	
3	1	1	.1029321	1	.205996
3	1	1	.1054255	1	.2032368
3	1	1	.1046496	1	.3206187
3	1	1	.1050817	0	
3	1	1	.1009887	1	.238158
3	1	1	.1039524	1	.2541509
3	1	1	.1035364	0	
3	1	1	.1094193	1	.2323537
3	1	1	.1071359	1	.2022435
3	1	1	.1051868	0	
3	1	1	.1018907	1	.223996
3	1	1	.1094029	1	.2534938
3	1	1	.1053577	1	.2744704
3	1	1	.103523	1	.2662739
3	1	1	.1044162	0	
3	1	1	.103301	1	.2772079
3	1	1	.1088661	1	.2378634
3	1	1	.1059588	0	
3	1	1	.1073255	1	.1970361
3	1	1	.1043875	1	.2893675
3	1	1	.1085153	1	.2665608
3	1	1	.1051291	1	.2687026
3	1	1	.1086423	1	.2853444
3	1	1	.1087464	1	.2728688
3	1	1	.100053	1	.2363482
3	1	1	.1070849	1	.2494521
4	0	0	.0939092	1	.2052544
4	0	0	.0941672	1	.2207674
4	0	0	.0942684	1	.2438336
4	0	0	.0944891	1	.2198532
4	0	0	.0962939	1	.2762734
4	0	0	.0907263	1	.2110888
4	0	0	.0943488	1	.1924298
4	0	0	.0939225	1	.2079112
4	0	0	.0956676	1	.2839504
4	0	0	.0986867	1	.1920345
4	0	0	.0917541	1	.2391856
4	0	0	.0912611	1	.1736106
4	0	0	.0926938	1	.2635444
4	0	0	.0904558	1	.2418396
4	0	0	.0974241	1	.2344293
4	0	0	.0973357	1	.2188977
4	0	0	.0975902	1	.2071142
4	0	0	.0999219	1	.3152673
4	0	0	.0933244	1	.2837036
4	0	0	.0907156	1	.2047982
4	0	0	.0992992	1	.2375235
4	0	0	.0988397	1	.2398666
4	0	0	.0997698	1	.1896546
4	0	0	.097918	1	.2479919
4	0	0	.099544	1	.1965993
4	0	0	.0933409	1	.1889953
4	0	0	.091676	1	.2395816
4	0	0	.0936217	1	.2532291
4	0	0	.0917463	1	.1975039
4	0	0	.0967346	1	.1969339
4	0	0	.0927405	1	.1813397
4	0	0	.09507	1	.2106539
4	0	0	.0960118	1	.2663789
4	0	0	.0921587	1	.264677
4	0	0	.0921111	1	.1922608
4	0	0	.090375	1	.237914
4	0	0	.097022	1	.2138913
4	0	0	.0927299	1	.2442684
4	0	0	.0959759	1	.1915507
4	0	0	.0987213	1	.3285509
4	0	0	.0921715	1	.2111652
4	0	0	.0991876	1	.2073469
4	0	0	.0974142	1	.2436707
4	0	0	.099609	1	.2406243
4	0	0	.0937	1	.2188458
4	0	0	.0979139	1	.2600548
4	0	0	.0965545	1	.1880342
4	0	0	.0937502	1	.1822435
4	0	0	.0934089	1	.181582
4	0	0	.0910867	1	.2088545
4	0	0	.0939939	1	.2209097
4	0	0	.0990871	1	.1912448
4	0	0	.0907845	1	.2214982
4	0	0	.0950228	1	.3042609
4	0	0	.0992606	1	.2472439
4	0	0	.096421	1	.2556755
4	0	0	.0984208	1	.1856108
4	0	0	.092468	1	.2790227
4	0	0	.0977511	1	.2117871
4	0	0	.0984989	1	.2850742
4	0	0	.0929909	1	.2351753
4	0	0	.0968447	1	.215309
4	0	0	.096856	1	.2697305
4	0	0	.0916914	1	.2672353
4	0	0	.0974785	1	.2006209
4	0	0	.0926831	1	.2738124
4	0	0	.0990672	1	.2005169
4	0	0	.0998932	1	.2262909
4	0	0	.0992528	1	.1927894
4	0	0	.0949706	1	.3157721
4	0	0	.095951	1	.2011122
4	0	0	.0978945	1	.219427
4	0	0	.0911734	1	.1934503
4	0	0	.0946251	1	.223557
4	0	0	.0929885	1	.3301883
4	0	0	.0984912	1	.302153
4	0	0	.0953872	1	.2536416
4	0	0	.0933242	1	.2877795
4	0	0	.0905017	1	.2123945
4	0	0	.0909927	1	.2392346
4	0	0	.0993871	1	.226207
4	0	0	.0919809	1	.2111351
4	0	0	.0972133	1	.1892484
4	0	0	.0949594	1	.1787454
4	0	0	.0971444	1	.2749293
4	0	0	.0902806	1	.1862239
4	0	0	.0993355	1	.2214524
4	0	0	.0943206	1	.223426
4	0	0	.0975204	1	.2238273
4	0	0	.0956556	1	.1982267
4	0	0	.0943097	1	.2064575
4	0	0	.097514	1	.2796535
4	0	0	.0922289	1	.2447675
4	0	0	.095972	1	.2549293
4	0	0	.092151	1	.2566998
4	0	0	.0906221	1	.1807582
4	0	0	.0907825	1	.238651
4	0	0	.093087	1	.1901874
4	0	0	.0964009	1	.2543666
4	0	0	.0996436	1	.2350433
4	0	0	.0978889	1	.2433035
4	0	0	.0918701	1	.2438775
4	0	0	.0975934	1	.2018774
4	0	0	.0975924	1	.2358512
4	0	0	.0921732	1	.2352252
4	0	0	.0944266	1	.2567983
4	0	0	.0914455	1	.3177939
4	0	0	.0951572	1	.268853
4	0	0	.0931905	1	.1960148
4	0	0	.0937976	1	.2005359
4	0	0	.0981937	1	.237204
4	0	0	.0991403	1	.2438739
4	0	0	.0947793	1	.2701502
4	0	0	.0914499	1	.2101764
4	0	0	.0954968	1	.268366
4	0	0	.0996344	1	.2394439
4	0	0	.0907233	1	.3552879
4	0	0	.0930155	1	.187294
4	0	0	.0975303	1	.2170886
4	0	0	.0955586	1	.1914272
4	0	0	.0975899	1	.2298497
4	0	0	.0970825	1	.2757287
4	0	0	.0960726	1	.1958254
4	0	0	.0966766	1	.308144
4	0	0	.0951655	1	.2289581
4	0	0	.0942344	1	.2790595
4	0	0	.0987683	1	.1845964
4	0	0	.0905475	1	.2793255
4	0	0	.0917424	1	.2581115
4	0	0	.0968546	1	.2343414
4	0	0	.0946281	1	.2484471
4	0	0	.0965761	1	.2335983
4	0	0	.0961607	1	.1853263
4	0	0	.0971507	1	.2102222
4	0	0	.0987786	1	.2616498
4	0	0	.0954448	1	.2594489
4	0	0	.0972796	1	.2524641
4	0	0	.0991383	1	.255823
4	0	0	.0971052	1	.2558817
4	0	0	.0965802	1	.2173651
5	0	0	.0997307	1	.285508
5	0	0	.0985802	1	.219187
5	0	0	.0904685	1	.1988585
5	0	0	.0976509	1	.239759
5	0	0	.0906705	1	.2165787
5	0	0	.0964017	1	.2437358
5	0	0	.0942007	1	.2564358
5	0	0	.0994124	1	.2168274
5	0	0	.0902439	1	.2594097
5	0	0	.0964014	1	.2099169
5	0	0	.0996524	1	.2354718
5	0	0	.0911307	1	.2563902
5	0	0	.0981246	1	.2443987
5	0	0	.0926723	1	.2754803
5	0	0	.095489	1	.3020657
5	0	0	.0920124	1	.338106
5	0	0	.0970435	1	.2082911
5	0	0	.0968713	1	.2229354
5	0	0	.0958662	1	.3203802
5	0	0	.0914245	1	.2647283
5	0	0	.0943342	1	.2331161
5	0	0	.0914027	1	.2056055
5	0	0	.0971887	1	.2743585
5	0	0	.0928762	1	.2617749
5	0	0	.096416	1	.1897486
5	0	0	.0989347	1	.3112404
5	0	0	.0952147	1	.2005844
5	0	0	.0929092	1	.2430371
5	0	0	.0974632	1	.231298
5	0	0	.0953578	1	.2225476
5	0	0	.0946605	1	.1822231
5	0	0	.0989934	1	.2066819
5	0	0	.0963167	1	.2590203
5	0	0	.0902326	1	.2491777
5	0	0	.0950882	1	.1841677
5	0	0	.0962814	1	.2364049
5	0	0	.0991258	1	.3144438
5	0	0	.0927798	1	.1899149
5	0	0	.0998458	1	.3173838
5	0	0	.0904477	1	.209368
5	0	0	.0994848	1	.25634
5	0	0	.0992883	1	.1863703
5	0	0	.0949886	1	.1801832
5	0	0	.0959173	1	.2581741
5	0	0	.0968966	1	.2087978
5	0	0	.0920948	1	.2517053
5	0	0	.0946985	1	.1872885
5	0	0	.0943935	1	.2483689
5	0	0	.0924079	1	.2594711
5	0	0	.0997655	1	.2027154
5	0	0	.0935023	1	.2049045
5	0	0	.0977268	1	.2155597
5	0	0	.0926514	1	.1773156
5	0	0	.0988627	1	.2665743
5	0	0	.0980624	1	.2667475
5	0	0	.0941186	1	.22906
5	0	0	.0939071	1	.1901939
5	0	0	.0988149	1	.24411
5	0	0	.0984646	1	.3091738
5	0	0	.0916745	1	.2748176
5	0	0	.0960366	1	.2088571
5	0	0	.0927505	1	.1786937
5	0	0	.0969379	1	.2620334
5	0	0	.0981914	1	.2318339
5	0	0	.0965523	1	.2917697
5	0	0	.0981381	1	.206862
5	0	0	.0934681	1	.2377374
5	0	0	.0986723	1	.1856489
5	0	0	.0919604	1	.2478931
5	0	0	.0907946	1	.2013989
5	0	0	.0932374	1	.1908212
5	0	0	.0954848	1	.3007884
5	0	0	.0983166	1	.2150327
5	0	0	.0971026	1	.2184386
5	0	0	.0988533	1	.3078064
5	0	0	.0914398	1	.2226592
5	0	0	.0911776	1	.1760587
5	0	0	.0956822	1	.1935516
5	0	0	.0929793	1	.2832194
5	0	0	.0980783	1	.2037607
5	0	0	.0967949	1	.2363
5	0	0	.0981345	1	.2255801
5	0	0	.0903509	1	.2344302
5	0	0	.0933861	1	.2272169
5	0	0	.0931574	1	.206398
5	0	0	.0902964	1	.1735863
5	0	0	.0969049	1	.2775943
5	0	0	.0902598	1	.211996
5	0	0	.0951872	1	.2017766
5	0	0	.0925755	1	.2558838
5	0	0	.0935827	1	.2207773
5	0	0	.0916215	1	.3367469
5	0	0	.097757	1	.2572373
5	0	0	.0928423	1	.2692682
5	0	0	.0924792	1	.2598179
5	0	0	.0995674	1	.2997378
5	0	0	.0994415	1	.2354527
5	0	0	.0963783	1	.2718242
5	0	0	.0960514	1	.3167773
5	0	0	.0938694	1	.2614995
5	0	0	.0966788	1	.1886941
5	0	0	.0950686	1	.2153141
5	0	0	.0988815	1	.1961724
5	0	0	.0930413	1	.1960217
5	0	0	.0931297	1	.178537
5	0	0	.0924358	1	.2488293
5	0	0	.0912585	1	.2874774
5	0	0	.0993044	1	.2040729
5	0	0	.0917324	1	.2414415
5	0	0	.0944667	1	.255935
5	0	0	.0990065	1	.2295338
5	0	0	.0927603	1	.3145069
5	0	0	.0905507	1	.2350407
5	0	0	.0992189	1	.247861
5	0	0	.0938319	1	.2022212
5	0	0	.0981878	1	.2325318
5	0	0	.0944673	1	.2340947
5	0	0	.0902929	1	.2826883
5	0	0	.090582	1	.2353404
5	0	0	.0920926	1	.2121425
5	0	0	.0912045	1	.2145242
5	0	0	.0921738	1	.2399321
5	0	0	.0959606	1	.1963018
5	0	0	.0998636	1	.2882062
5	0	0	.0932413	1	.2131684
5	0	0	.0945708	1	.2378767
5	0	0	.0932134	1	.270454
5	0	0	.0990756	1	.2036087
5	0	0	.0953324	1	.2194137
5	0	0	.0966226	1	.2071492
5	0	0	.090659	1	.2810937
6	1	1	.1078747	1	.2432995
6	1	1	.1048467	1	.2502618
6	1	1	.1092599	1	.2438774
6	1	1	.1053034	0	
6	1	1	.1001893	1	.2473696
6	1	1	.1030524	1	.1985247
6	1	1	.104596	0	
6	1	1	.1031796	1	.2679948
6	1	1	.1050399	1	.2461033
6	1	1	.1021197	1	.2506618
6	1	1	.1071609	1	.2295122
6	1	1	.1098659	0	
6	1	1	.1075471	0	
6	1	1	.1082891	1	.2099485
6	1	1	.1028266	1	.24745
6	1	1	.1014232	0	
6	1	1	.100891	1	.2872593
6	1	1	.1039075	1	.2397342
6	1	1	.1061917	1	.2016698
6	1	1	.1017826	1	.211873
6	1	1	.1019813	0	
6	1	1	.1022379	1	.2335792
6	1	1	.1060766	1	.334936
6	1	1	.1080837	1	.2004748
6	1	1	.1011497	1	.219146
6	1	1	.1028353	1	.1916188
6	1	1	.1089498	0	
6	1	1	.1063659	1	.2273743
6	1	1	.1090455	1	.2825834
6	1	1	.1084421	1	.2385115
6	1	1	.10121	1	.3168678
6	1	1	.1054629	1	.2328268
6	1	1	.1004388	1	.2099862
6	1	1	.108644	1	.3468541
6	1	1	.1035283	1	.2432422
6	1	1	.1091847	1	.2742089
6	1	1	.1042842	1	.2038838
6	1	1	.1026056	1	.2293581
6	1	1	.1090488	1	.2694947
6	1	1	.1082153	1	.2303376
6	1	1	.1071128	0	
6	1	1	.1066719	1	.3486038
6	1	1	.1079644	1	.3127328
6	1	1	.1070378	1	.1993201
6	1	1	.1075748	1	.3113845
6	1	1	.100411	1	.2074689
6	1	1	.1008878	1	.2094093
6	1	1	.1043323	1	.2717955
6	1	1	.1005862	1	.2564517
6	1	1	.109233	1	.2456885
6	1	1	.1016193	1	.2579171
6	1	1	.1069216	1	.1976047
6	1	1	.103026	1	.2071561
6	1	1	.10976	1	.2266739
6	1	1	.1091633	1	.2238794
6	1	1	.1086866	1	.2111308
6	1	1	.1055889	1	.2459252
6	1	1	.1052707	1	.223562
6	1	1	.1002259	1	.1934438
6	1	1	.1056203	1	.2113723
6	1	1	.1018199	1	.2287931
6	1	1	.1014025	1	.2739352
6	1	1	.1092382	1	.2337502
6	1	1	.1043862	1	.3196698
6	1	1	.1047902	1	.2482617
6	1	1	.1002634	1	.2038903
6	1	1	.1058971	1	.2061854
6	1	1	.109371	1	.2630544
6	1	1	.104668	1	.203975
6	1	1	.1024037	1	.2220814
6	1	1	.1083491	1	.2303622
6	1	1	.1090474	1	.2367151
6	1	1	.109298	1	.2318801
6	1	1	.1089064	1	.2529412
6	1	1	.1048012	1	.2291729
6	1	1	.1060722	1	.1970571
6	1	1	.1064114	1	.2836574
6	1	1	.1042144	1	.2033453
6	1	1	.10275	1	.2067414
6	1	1	.1029105	1	.2896101
6	1	1	.105007	1	.2657219
6	1	1	.1022023	1	.1989719
6	1	1	.1082454	1	.2454531
6	1	1	.1089142	1	.2916577
6	1	1	.1091284	1	.2286115
6	1	1	.1068029	1	.2645722
6	1	1	.1080148	1	.248955
6	1	1	.1034299	1	.2402883
6	1	1	.1089771	1	.2245322
