worker_id,occ_code,risk_score,incident,incident_cost
344,2,-1.0046253,0,0
346,3,-0.05724507,0,0
347,4,-0.57470091,0,0
354,2,0.89111537,0,0
357,3,-1.0518033,0,0
358,3,-0.54891255,0,0
367,3,0.56554202,0,0
370,3,-0.34215163,0,0
379,1,-0.21964766,0,0
385,1,1.8578225,1,0
394,2,1.3001261,0,0
395,1,-1.3965496,0,0
402,4,0.18653363,0,0
403,3,0.88076714,0,0
410,4,-0.28754186,0,0
418,3,0.65486339,1,436
424,1,-0.28145393,0,0
426,3,0.4708869,0,0
427,1,-0.58316127,0,0
429,1,0.26065602,0,0
430,3,0.66662655,0,0
433,2,0.37360179,0,0
437,1,-0.27139219,0,0
445,1,-1.0709728,0,0
450,2,0.21144791,0,0
460,2,0.25171679,0,0
461,2,1.340334,0,0
464,1,-0.00093407,0,0
465,2,1.2692712,0,0
467,2,1.9115708,1,2032
480,2,0.01717598,0,0
486,2,-0.39801844,0,0
488,1,-1.6465178,0,0
492,2,1.2062807,0,0
499,1,2.6363281,1,192
501,3,0.5390451,0,0
505,2,-0.21430949,0,0
509,2,-0.61583375,0,0
512,3,0.13477122,0,0
532,3,-0.69613589,0,0
534,2,-0.81724161,0,0
538,1,-1.4535633,0,0
539,1,-0.31791933,0,0
540,3,0.43037142,0,0
542,2,2.3502513,0,0
543,3,0.57504156,0,0
544,4,0.92830028,0,0
545,1,-1.8046363,0,0
558,2,0.97091054,0,0
559,2,1.0781098,1,0
561,1,-1.3199808,0,0
567,3,0.36453694,0,0
569,1,0.49361735,0,0
572,3,-0.7815396,0,0
594,2,1.4985825,0,0
596,1,-2.6110593,0,0
603,4,-0.05409558,0,0
604,3,2.1391975,1,0
617,3,0.65376302,0,0
623,4,-0.50645355,0,0
624,2,-0.12358813,0,0
625,4,-1.2228979,0,0
633,1,-0.90000283,0,0
637,2,0.44317013,0,0
640,3,-0.10480748,0,0
641,3,1.0715944,0,0
642,3,1.7993524,1,0
644,1,-1.1114604,0,0
645,2,-0.58933627,0,0
646,3,0.85470431,0,0
651,2,1.2905581,0,0
662,3,-1.2308227,0,0
664,1,-1.6070619,0,0
667,3,1.0907261,0,0
671,1,-0.6014272,0,0
676,1,-0.09555956,0,0
682,1,-0.97888081,0,0
684,2,0.28792297,0,0
689,3,-1.1659386,0,0
692,3,1.2589739,1,265
695,4,0.25129583,0,0
698,2,-0.34781557,0,0
702,1,-0.34904675,0,0
703,1,-1.986106,0,0
710,2,1.4481996,1,0
711,4,-1.1724758,0,0
717,2,0.68690279,0,0
726,1,-0.93494829,0,0
727,1,-1.8070938,0,0
729,2,0.64820144,0,0
734,1,1.2528118,0,0
738,1,-0.83824294,0,0
739,1,-2.0685273,0,0
745,2,2.4724426,1,0
748,2,-0.27113252,0,0
750,3,0.74267308,0,0
754,2,0.01808877,0,0
756,1,-0.23409642,0,0
766,1,-0.77103659,0,0
767,1,-0.35467155,0,0
768,1,-0.19132301,0,0
771,1,-1.1794635,0,0
772,2,1.0219374,0,0
779,3,0.28961678,0,0
780,3,-0.02840809,0,0
784,2,-0.30130677,0,0
788,1,-1.7590478,0,0
792,2,-0.00846423,0,0
793,1,-0.95791354,0,0
794,1,-0.82875283,0,0
800,3,-1.7834043,0,0
802,1,-1.1218296,0,0
804,2,0.68535619,0,0
807,2,2.4755106,0,0
821,1,-2.2753915,0,0
825,3,0.44696364,0,0
830,1,-0.82284149,0,0
831,2,0.98100083,0,0
838,4,-1.4701582,0,0
846,3,-0.13940429,0,0
849,1,-1.1800502,0,0
854,4,0.3145183,0,0
858,3,-0.20078286,0,0
865,1,-0.01025288,0,0
866,4,0.87681143,0,0
870,1,0.95627168,0,0
873,4,-1.2074932,0,0
877,1,-0.5482438,0,0
881,2,0.82903024,0,0
884,2,-0.95863065,0,0
886,1,-0.57051593,0,0
887,1,-1.2460928,0,0
904,2,-0.9236696,0,0
905,4,0.97502321,0,0
907,2,0.6217546,0,0
918,1,-1.7375789,0,0
922,3,-0.00416126,0,0
926,1,-1.7932317,0,0
929,2,-0.36354986,0,0
930,3,0.47529636,1,158
933,2,1.5444852,0,0
934,3,1.3939224,1,311
935,3,0.1329554,0,0
945,2,0.2489957,0,0
950,1,1.6300428,0,0
959,2,0.51168542,1,0
962,2,2.0629395,0,0
963,1,0.6560715,0,0
967,4,-0.14253938,0,0
970,1,-2.6513481,0,0
972,1,0.12379924,0,0
973,1,-0.38645157,0,0
975,1,-0.5530018,0,0
979,2,0.00135175,0,0
981,4,0.79559292,0,0
982,3,0.43621503,0,0
992,3,-1.0267058,0,0
996,2,0.00824435,0,0
998,1,0.3917811,0,0
999,4,0.23888625,0,0
1000,1,-0.2396619,0,0
1001,1,-0.24563282,0,0
1004,1,-0.91469747,0,0
1005,2,-0.11468536,0,0
1007,4,0.14662321,0,0
1008,1,0.3771854,0,0
1009,3,-1.1171199,0,0
1015,1,-0.50455262,0,0
1018,3,-0.08201079,0,0
1020,2,0.76765676,1,225
1027,4,-0.74850952,0,0
1029,3,1.9701881,1,394
1032,3,-0.80399437,0,0
1034,4,-0.68743185,0,0
1035,2,1.822756,0,0
1037,1,-1.87757,0,0
1039,2,0.45369303,0,0
1040,1,-0.71200449,0,0
1043,2,0.50719546,1,0
1048,3,0.43279516,0,0
1054,1,-0.8037863,0,0
1055,1,-1.1058575,0,0
1056,2,1.6512395,1,0
1060,3,0.17987402,0,0
1063,1,-0.88645388,0,0
1066,4,0.8577445,0,0
1073,2,-0.06936127,0,0
1074,4,1.1633945,0,0
1075,3,0.80195077,0,0
1077,2,0.15756508,0,0
1078,2,0.08795438,0,0
1088,3,0.00796967,0,0
1089,2,0.41910578,0,0
1094,1,0.6547893,0,0
1096,2,0.43708846,0,0
1103,3,0.24594722,0,0
1109,4,0.8629061,0,0
1110,1,-1.0709162,0,0
1118,3,0.33325459,0,0
1119,1,-0.35875263,0,0
1122,1,-2.3629302,0,0
1123,3,-0.11657177,0,0
1140,2,-0.45387697,0,0
1141,1,-0.20698108,0,0
1146,1,-1.3235276,0,0
1147,3,-0.04181947,0,0
1148,3,0.92133731,0,0
1162,2,-0.11374636,0,0
1166,3,-1.2884566,0,0
1171,1,-0.61867088,0,0
1179,1,-1.0219085,0,0
1182,1,-0.40594975,0,0
1183,1,-0.53437497,0,0
1185,1,-2.2837069,0,0
1187,1,-0.267689,0,0
1190,2,0.33576528,0,0
1197,1,-0.13826339,0,0
1199,1,-0.53942107,0,0
1200,3,1.2297548,1,0
1208,2,1.0839831,0,0
1211,3,0.87924525,0,0
1214,1,-0.6259889,0,0
1216,2,1.5314178,0,0
1220,1,-0.63252047,0,0
1221,1,-1.5115444,0,0
1223,3,1.4655391,0,0
1224,2,1.6904907,1,2415
1225,1,0.11897054,0,0
1227,2,-0.01465107,0,0
1228,2,0.03073888,0,0
1230,1,0.98125952,0,0
1236,1,0.30441754,0,0
1241,3,-0.5120432,0,0
1245,1,-1.0267192,0,0
1247,2,-0.23115028,0,0
1248,1,0.40480223,0,0
1249,3,-0.39587651,0,0
1251,1,0.43220846,0,0
1256,3,0.02199368,0,0
1258,3,0.23520147,0,0
1262,2,0.67098547,0,0
1264,4,-0.40577372,0,0
1265,2,0.1417589,0,0
1273,1,-1.2501825,0,0
1274,2,1.2212927,0,0
1276,1,-1.3633895,0,0
1278,1,0.06093369,0,0
1281,1,-0.78770443,0,0
1289,2,1.4876255,1,304
1293,2,1.098478,1,2014
1298,1,-0.27607326,0,0
1299,3,0.82860441,0,0
1307,2,-0.08290237,0,0
1308,2,1.2697907,0,0
1313,2,0.12663101,0,0
1315,1,0.13925933,0,0
1320,3,0.90827015,0,0
1322,2,0.26212371,1,829
1324,3,1.0487169,0,0
1331,3,0.09977756,0,0
1335,4,0.15963521,0,0
1339,3,-0.36067531,0,0
1343,2,1.3523137,1,528
1345,4,1.0659185,0,0
1347,2,1.4944717,1,23184
1348,1,1.2881674,0,0
1354,1,-0.95255126,0,0
1357,2,0.8948961,0,0
1360,1,-0.63762155,0,0
1361,2,1.2869452,1,0
1362,1,0.4705818,0,0
1364,1,-0.51607723,0,0
1365,2,-1.0183249,0,0
1366,2,1.0657214,1,0
1367,1,0.56915554,0,0
1377,2,0.76063068,1,222
1379,2,0.58152464,0,0
1380,2,0.35311943,0,0
1382,1,-0.90520454,0,0
1386,1,0.40453271,0,0
1397,2,-1.028203,0,0
1399,2,-0.99140862,0,0
1400,1,-0.2733609,0,0
1406,1,-1.1467972,0,0
1411,3,2.0960509,1,1184
1415,1,-0.34234647,0,0
1418,2,2.5083474,1,2588
1421,3,1.5596866,0,0
1424,1,0.04447238,0,0
1425,1,0.58134843,0,0
1429,3,-0.42624756,0,0
1430,2,2.4854395,1,0
1433,1,-2.7422493,0,0
1435,1,0.27131172,0,0
1436,4,-0.0396409,0,0
1437,1,-0.84799738,0,0
1438,2,-0.17281638,0,0
1439,4,-1.8403669,0,0
1443,1,-0.48773676,0,0
1447,4,-0.03772199,0,0
1457,1,-0.92584789,0,0
1459,4,1.1483908,0,0
1462,2,1.5800784,1,0
1463,1,-0.33807134,0,0
1465,2,0.89458438,0,0
1468,1,-1.8213048,0,0
1469,3,-1.3486392,0,0
1470,1,1.5518577,0,0
1471,4,-0.01561859,1,0
1472,1,-0.33402202,0,0
1474,2,-0.18470425,0,0
1475,2,0.27662804,0,0
1477,2,0.37445964,0,0
1484,1,-0.664112,0,0
1485,2,1.8620746,1,76
1486,1,-1.3508473,0,0
1491,1,0.26980623,0,0
1494,3,1.908582,0,0
1496,2,0.4718802,0,0
1497,3,-1.4795439,0,0
1508,2,-0.38635532,0,0
1516,1,-0.15921558,0,0
1524,3,0.6472293,0,0
1531,1,-0.71435365,0,0
1536,2,0.63736145,0,0
1546,1,0.67637301,1,56
1552,2,-0.0499251,0,0
1554,1,0.02844305,0,0
1556,3,-0.88572067,0,0
1559,2,0.32807261,1,171
1565,3,-1.4657016,0,0
1569,2,1.5750646,0,0
1571,2,-1.228993,0,0
1573,2,1.0750683,0,0
1577,3,-0.10475293,0,0
1581,3,-0.74475264,0,0
1582,1,-0.30284909,0,0
1583,2,0.32359895,0,0
1586,4,0.48205261,0,0
1588,2,1.0419518,0,0
1591,1,-1.7330071,0,0
1595,3,-1.2487865,0,0
1597,1,-0.83820837,0,0
1599,3,-0.52609184,0,0
1600,1,-0.38993855,0,0
1602,1,-0.73570137,0,0
1603,2,0.78613043,0,0
1606,1,0.75630871,0,0
1609,2,1.5235826,0,0
1615,3,0.85424716,0,0
1620,1,-2.9076187,0,0
1625,1,-0.1434507,0,0
1626,3,0.87461373,0,0
1627,1,0.47400128,0,0
1629,1,-1.289686,0,0
1631,2,1.2766183,0,0
1632,3,-1.6685752,0,0
1635,4,0.71776623,0,0
1636,2,1.1764346,0,0
1637,2,1.490455,0,0
1645,1,-1.3353488,0,0
1648,3,0.87903854,0,0
1654,1,-2.1225398,0,0
1659,1,0.11057312,0,0
1660,1,-0.06246929,0,0
1666,3,-0.99400182,0,0
1670,3,-0.14022365,0,0
1678,2,1.3896913,1,0
1685,1,-0.67708569,0,0
1687,2,1.0456691,1,0
1695,2,1.4352687,0,0
1700,3,-0.40403932,0,0
1702,4,-0.07714437,0,0
1703,1,-0.10420477,0,0
1711,3,-0.61352235,0,0
1721,1,-1.1465048,0,0
1722,1,-0.50864444,0,0
1723,3,0.43876771,0,0
1727,1,-0.96730409,0,0
1731,4,-1.5233466,0,0
1734,1,-1.0247525,0,0
1739,2,-0.10890352,0,0
1742,1,-0.67303304,0,0
1744,4,0.44987669,0,0
1746,2,0.24661569,0,0
1747,3,-0.26524596,0,0
1748,2,0.13216262,0,0
1755,1,0.1993357,0,0
1765,1,0.20671428,0,0
1769,1,-1.4825553,0,0
1775,2,1.4599009,1,561
1781,1,-1.4831306,0,0
1785,1,0.2048899,0,0
1786,3,0.54624193,0,0
1787,1,-0.61786652,0,0
1791,3,-0.13462886,0,0
1792,1,0.18399319,0,0
1795,4,0.72118286,0,0
1797,2,1.5953428,1,0
1801,2,0.85048844,0,0
1802,2,0.36401448,0,0
1806,2,0.58726051,0,0
1813,3,1.1847681,0,0
1814,1,1.0028244,0,0
1818,2,1.1239973,0,0
1819,2,1.0247943,0,0
1823,2,0.98050306,0,0
1830,2,-0.15609717,0,0
1831,2,-1.2698965,0,0
1833,2,1.1654377,0,0
1840,3,-1.0418021,0,0
1844,4,-1.462802,0,0
1845,1,-0.33040459,0,0
1846,2,-0.46337675,0,0
1851,1,1.1110457,0,0
1852,4,-0.49580523,0,0
1853,2,-0.45304975,0,0
1858,1,-1.2561557,0,0
1859,1,-0.49563759,0,0
1862,4,-0.17467598,0,0
1863,4,0.46727433,0,0
1873,4,-0.16434677,0,0
1874,4,-0.76052105,0,0
1875,4,-1.6190247,0,0
1879,2,0.50936185,1,0
1881,2,-0.00461114,1,1182
1883,2,0.90756218,1,0
1887,1,-0.62964543,0,0
1892,3,1.4030851,1,22
1895,1,0.05123123,0,0
1898,1,-0.94768044,0,0
1903,3,1.1119891,0,0
1904,1,-1.1537982,0,0
1907,2,-0.8165434,0,0
1910,3,1.0666881,1,1235
1912,1,-1.3339775,0,0
1916,1,-2.2975938,0,0
1917,2,0.79822459,0,0
1923,2,-0.55622627,0,0
1924,1,-0.96941913,0,0
1927,1,-1.3338443,0,0
1929,1,-0.16401584,0,0
1936,1,0.05575541,0,0
1939,1,0.39358494,0,0
1940,1,-0.14528428,0,0
1941,1,-1.73989,0,0
1952,1,-0.34450041,0,0
1955,4,1.307728,0,0
1959,3,-0.68229315,0,0
1966,1,-1.3391516,0,0
1967,3,1.7400191,1,0
1976,1,0.72212404,0,0
1977,2,0.84469462,0,0
1982,1,0.28540843,0,0
1989,4,0.09526296,0,0
1990,1,-1.4075377,0,0
1991,1,0.27134633,0,0
1994,1,0.95934709,0,0
2003,4,-1.5425275,0,0
2006,3,0.18727353,0,0
2009,1,-1.748974,0,0
2012,1,-2.6713401,0,0
2021,2,0.69193234,0,0
2023,1,1.1735863,0,0
2026,1,-0.55275583,0,0
2029,2,0.77626756,1,0
2038,1,-1.3454598,0,0
2040,3,2.6333729,1,3228
2042,3,0.66375036,0,0
2044,4,0.77836793,0,0
2047,2,-0.09929716,0,0
2048,2,0.74258661,0,0
2054,3,-0.15414782,0,0
2060,1,-1.1476,0,0
2066,4,-0.29347255,0,0
2068,4,1.2822425,0,0
2069,1,0.30987136,1,495
2076,2,-0.88372754,0,0
2077,4,0.59632054,0,0
2080,1,1.239552,0,0
2081,1,-1.6848164,0,0
2090,2,0.32702602,0,0
2093,2,1.6788445,1,54
2095,4,-0.03751527,0,0
2107,3,1.0446708,0,0
2108,4,1.0922062,0,0
2115,1,-1.8676998,0,0
2122,1,-0.06882475,0,0
2131,1,-0.951102,0,0
2133,4,-1.0772605,0,0
2140,3,-1.1662309,0,0
2141,3,0.5470541,0,0
2145,1,-2.270926,0,0
2154,3,1.4891347,1,8
2158,1,-0.67677251,0,0
2159,2,1.2340269,0,0
2168,2,-0.18226071,0,0
2179,1,-0.39363534,0,0
2181,3,-0.50065025,0,0
2189,1,-0.27725896,0,0
2190,4,-2.0106551,0,0
2192,2,-0.26348452,0,0
2195,2,0.68622047,0,0
2209,1,0.90296218,0,0
2210,1,-0.31398556,0,0
2220,1,-0.62250041,0,0
2224,1,-1.5904629,0,0
2235,3,1.1940518,1,39
2239,1,-0.41069095,0,0
2241,1,0.30435309,0,0
2242,1,-0.50433256,0,0
2244,1,-0.21166682,1,0
2248,2,0.74377514,0,0
2250,1,0.95579897,0,0
2251,2,0.55315267,0,0
2254,2,0.93805726,1,7130
2260,2,1.3042373,1,402
2264,1,-0.59696149,0,0
2268,2,1.9775817,1,355
2270,3,-0.21358437,0,0
2274,3,0.10414332,0,0
2278,1,-1.4729007,0,0
2280,2,1.3018363,0,0
2283,1,-0.35006568,0,0
2287,3,-0.93856719,0,0
2295,1,0.21550655,0,0
2305,2,0.87806455,1,7281
2307,2,1.5688089,1,286
2323,2,0.23053548,0,0
2326,4,-0.72808426,0,0
2327,1,0.33956581,0,0
2328,1,-1.7084059,0,0
2335,2,0.20233103,1,0
2337,3,-0.390226,0,0
2349,1,-0.90592093,0,0
2352,3,0.25282288,0,0
2354,2,-0.37272394,0,0
2357,2,1.0586563,1,0
2361,3,1.6777695,0,0
2370,2,0.28104384,0,0
2371,2,0.07167454,0,0
2374,1,-0.61637553,0,0
2377,3,-0.37220385,0,0
2378,2,1.6149247,1,75
2379,1,-0.25463974,0,0
2384,1,-0.43338149,0,0
2385,1,-1.4104976,0,0
2386,3,0.76024029,0,0
2390,1,-1.2421741,0,0
2392,3,0.61587333,0,0
2393,1,-1.0005633,0,0
2396,4,-0.94818451,0,0
2402,3,1.3874794,0,0
2404,3,0.18790775,0,0
2409,1,-0.30923814,0,0
2413,2,1.5807902,0,0
2417,1,-0.82515071,0,0
2420,4,0.48217049,0,0
2427,1,-0.56454752,0,0
2428,2,0.65199404,0,0
2430,3,-1.5604141,0,0
2435,2,0.38690354,0,0
2441,4,0.25396087,0,0
2442,1,0.28927416,0,0
2443,1,0.31384019,0,0
2444,2,-0.85042412,0,0
2456,2,1.0150727,1,2035
2458,1,-0.83214732,0,0
2460,2,0.97905252,0,0
2461,3,1.3658924,0,0
2462,2,0.49960245,0,0
2466,3,0.65339009,1,0
2470,1,-0.60669929,0,0
2473,3,-0.7536974,0,0
2476,1,-0.71397277,0,0
2484,1,-0.78980227,0,0
2485,3,-1.7910029,0,0
2490,2,0.21115937,0,0
2496,2,0.50659334,0,0
2497,2,2.0802338,1,0
2499,3,0.52541747,0,0
2506,1,-0.41504175,0,0
2510,2,-0.55701754,0,0
2513,1,0.50259786,0,0
2516,3,1.9227918,1,142
2519,2,-0.10640007,0,0
2521,1,1.0050307,0,0
2529,3,1.2786104,0,0
2535,4,-1.0762743,0,0
2537,3,-0.05177505,0,0
2549,1,-0.54657681,0,0
2550,1,-1.2058749,0,0
2551,2,1.529482,1,0
2554,4,-1.896885,0,0
2555,1,-0.70512006,0,0
2558,1,1.6314876,0,0
2559,2,0.76974528,0,0
2563,3,0.01791793,0,0
2565,2,1.2988091,0,0
2574,3,1.2063742,0,0
2576,2,1.6735507,1,0
2582,3,-0.64095791,0,0
2583,1,-0.44016603,0,0
2585,1,-1.6990193,0,0
2587,1,-1.0403132,0,0
2594,1,-0.97794009,0,0
2596,4,-1.0137649,0,0
2601,2,1.279587,0,0
2602,2,-0.22780484,0,0
2603,2,0.36633333,0,0
2604,3,1.2133594,1,0
2607,2,-0.40745087,0,0
2614,3,-0.26852036,0,0
2618,3,0.67744665,0,0
2622,4,-0.59800989,0,0
2625,2,1.4790386,1,317
2626,2,0.3887034,0,0
2631,1,-1.5154163,0,0
2635,2,1.5759971,1,0
2639,3,-2.1775062,0,0
2645,1,0.56228789,0,0
2648,3,-0.31136128,0,0
2651,4,1.7664204,0,0
2668,1,-0.07420799,0,0
2670,2,-0.30534783,0,0
2680,1,-0.50849321,0,0
2681,3,0.06758257,0,0
2683,1,-0.83582206,0,0
2684,2,0.70340419,0,0
2685,1,-0.24640721,0,0
2687,1,0.5539789,0,0
2689,1,-2.1195706,0,0
2690,2,1.4496692,0,0
2695,3,-1.0976819,0,0
2699,1,-0.06750784,0,0
2704,3,0.47480582,0,0
2705,3,0.87416406,0,0
2708,1,-1.2681664,0,0
2710,2,2.0944838,1,687
2714,1,0.92812871,0,0
2717,2,0.79608101,0,0
2719,1,-1.0314497,0,0
2736,2,-0.24508194,0,0
2737,1,0.34339116,0,0
2739,3,-1.0885825,0,0
2746,3,0.0642943,0,0
2751,1,-0.83252209,0,0
2756,3,-0.87384858,0,0
2760,2,0.84256287,0,0
2762,4,-0.32570081,0,0
2765,1,-0.83631895,0,0
2772,3,-0.35274625,0,0
2775,3,0.54773412,0,0
2776,1,-0.45016904,0,0
2778,2,-0.49327779,0,0
2783,2,1.1514857,1,2392
2788,2,-0.87085046,0,0
2790,1,0.03579198,0,0
2792,1,-1.4668177,0,0
2798,1,0.34634913,0,0
2799,2,1.1943575,0,0
2800,3,-1.0557929,0,0
2803,1,-1.1713709,0,0
2804,2,2.2049979,0,0
2808,3,0.96883424,0,0
2810,1,-0.98479752,0,0
2813,2,1.4264629,0,0
2815,1,-0.73222395,0,0
2820,4,0.94852974,0,0
2823,1,-0.21336822,0,0
2827,2,-0.45365972,0,0
2830,3,0.22201224,0,0
2843,2,-0.10233366,0,0
2847,1,-0.44910457,0,0
2850,1,-0.28470568,0,0
2852,2,-0.70408593,0,0
2856,4,0.97327511,1,0
2857,2,0.76468341,1,212
2859,3,0.97738851,0,0
2860,2,1.1411245,0,0
2862,2,0.38159451,0,0
2866,1,-0.58877952,0,0
2869,4,-0.34754844,0,0
2875,1,-0.8994791,0,0
2882,1,0.15750588,0,0
2883,2,1.0753448,0,0
2886,1,-1.1747347,0,0
2887,1,-1.7628198,0,0
2892,4,-1.3357592,0,0
2894,2,-0.89907044,0,0
2896,1,-1.6900822,0,0
2897,4,0.37333208,0,0
2900,2,0.99993665,0,0
2902,4,0.94363972,0,0
2903,1,-1.0759884,0,0
2906,2,0.69307531,0,0
2908,1,-0.89021793,0,0
2909,4,-0.44272059,0,0
2910,2,0.80858158,0,0
2911,3,0.19690636,0,0
2923,1,-0.44961387,0,0
2927,2,-0.80284714,0,0
2929,1,-0.3448301,0,0
2932,1,-0.57781453,0,0
2935,2,-0.61331958,0,0
2942,1,-0.97897311,0,0
2946,2,0.69472618,0,0
2947,1,-0.09554922,0,0
2949,4,-0.94329464,0,0
2951,1,-0.03689554,0,0
2953,1,-0.82040826,0,0
2954,4,-1.0856526,0,0
2961,3,-1.5371724,0,0
2973,1,0.60086254,1,86
2974,4,-0.19712506,0,0
2975,2,1.8887374,1,0
2977,2,1.8229097,1,15
2987,1,1.7071466,1,0
2988,2,0.61337106,0,0
2995,2,1.61413,0,0
2997,2,1.8450399,0,0
2999,4,-0.27419619,0,0
3001,3,-0.00653396,0,0
3002,2,1.0151189,0,0
3003,1,-0.46141977,0,0
3005,1,0.25047622,0,0
3012,3,1.8173783,0,0
3013,3,-0.84635672,0,0
3015,1,0.49083598,0,0
3021,1,0.64851272,0,0
3029,2,0.90694178,0,0
3033,1,-1.4102289,0,0
3035,4,-0.17548735,0,0
3036,3,0.11958628,0,0
3037,2,0.78126603,0,0
3038,1,-0.05432296,0,0
3040,2,0.39760119,0,0
3042,4,-0.61440657,1,6555
3044,2,0.1733918,0,0
3063,1,0.66460861,0,0
3065,1,-1.9017416,0,0
3074,3,-0.07486083,0,0
3078,2,0.45742651,0,0
3088,2,1.2941221,0,0
3090,4,-0.51980632,0,0
3094,4,0.02298893,0,0
3096,1,-0.71113396,0,0
3098,1,-0.67803515,0,0
3099,1,-0.51332632,0,0
3106,2,0.40099406,0,0
3110,4,0.23055722,0,0
3119,1,-0.76896867,0,0
3121,1,-1.1078493,0,0
3124,2,1.2858988,1,32
3125,1,-1.4363096,0,0
3131,2,0.43057536,0,0
3141,1,-0.79167985,0,0
3142,1,0.12611252,0,0
3147,3,1.4001614,0,0
3151,1,-0.92122888,0,0
3152,2,0.30574275,0,0
3153,1,-0.21686698,0,0
3154,1,-1.776724,0,0
3156,1,-0.04093788,0,0
3168,1,-0.28401185,0,0
3169,1,0.1348454,0,0
3170,2,0.7619922,0,0
3173,3,0.30031636,0,0
3180,2,1.6985596,0,0
3184,1,0.69112231,0,0
3189,1,-0.17719525,0,0
3191,1,-0.19877311,0,0
3192,1,0.29049078,0,0
3194,2,-0.42695284,0,0
3201,3,1.3281833,1,0
3203,4,0.26897184,0,0
3210,1,0.01233862,0,0
3213,3,0.01132076,0,0
3219,1,-1.6595448,0,0
3221,1,-0.08470248,0,0
3228,1,-1.7294407,0,0
3229,2,2.0161566,1,0
3234,1,-0.26138236,0,0
3236,1,0.34177946,0,0
3238,1,-0.55999331,1,119
3240,1,0.41417559,0,0
3244,1,-2.4196001,0,0
3248,3,-0.27970087,0,0
3250,2,0.5685195,0,0
3251,4,0.47947907,0,0
3252,2,-0.87924366,0,0
3255,1,-1.7241528,0,0
3256,3,-1.0275298,0,0
3260,1,-1.0073883,0,0
3262,2,0.19856197,0,0
3267,1,-0.6129597,0,0
3272,2,-0.56236333,0,0
3277,2,0.93573744,1,0
3279,1,-1.375514,0,0
3281,2,1.3069474,1,119
3284,1,-0.8951719,0,0
3289,1,0.04890269,0,0
3292,3,0.60403998,0,0
3298,2,1.1505036,0,0
3306,1,-1.8790112,0,0
3308,1,-1.8120594,0,0
3316,1,-1.7751526,0,0
3317,3,-0.47185623,0,0
3325,2,0.1096101,0,0
3327,2,0.49640653,0,0
3330,1,-0.85460034,0,0
3331,4,0.1851322,1,2127
3335,1,0.67239721,0,0
3336,1,-0.64507052,0,0
3337,2,2.7647774,1,169
3341,1,0.669404,0,0
3344,1,0.12252273,0,0
3350,1,-0.36434182,0,0
3352,1,-0.52657768,0,0
3353,1,-1.6253612,0,0
3357,2,-1.2870596,0,0
3358,2,0.89152326,0,0
3359,2,-0.22432579,0,0
3360,2,1.1079121,0,0
3361,1,-0.69311259,0,0
3364,2,-0.45999054,0,0
